,cars,demands,labels,locations,megacluster,streetName,streetSide,clusterID
0,4.477272727,1.545454545,B101101,"[444454.5456, 4649832.168]",0,N CLARK ST,E,17
29,0.0,0.0,B205101,"[439725.6721, 4642947.504]",0,N PULASKI RD,E,7
30,1.0,0.0,B205103,"[439719.521, 4643126.73]",0,N PULASKI RD,W,7
31,1.5,0.0,B205105,"[439720.9469, 4642993.403]",0,N PULASKI RD,W,7
32,1.5,0.5,B205106,"[439722.9432, 4642920.664]",0,N PULASKI RD,W,7
33,2.428571429,1.714285714,B206601,"[444279.6681, 4617412.985]",0,W 103RD ST,S,3
34,1.833333333,1.166666667,B206602,"[444327.0668, 4617388.326]",0,S WALDEN PKWY,W,3
35,2.614194299,0.417808036,B206603,"[444373.8035, 4617393.355]",0,S HALE AVE,E,3
36,3.0,1.8,B206604,"[444420.2836, 4617415.617]",0,W 103RD ST,S,3
37,1.0,1.0,B206605,"[444407.5289, 4617418.439]",0,W 103RD ST,N,3
38,2.614194299,0.417808036,B206606,"[444335.9279, 4617466.073]",0,S WALDEN PKWY,W,3
39,3.4,2.0,B206607,"[444258.1557, 4617415.932]",0,W 103RD ST,N,3
40,3.272727273,0.772727273,B208304,"[445620.918, 4638401.537]",0,N ABERDEEN ST,E,16
41,1.090909091,0.181818182,B208305,"[445619.1016, 4638398.765]",0,N ABERDEEN ST,W,16
42,1.333333333,0.119047619,B208306,"[445785.6094, 4638282.755]",0,N CARPENTER ST,E,16
46,0.871794872,0.230769231,B211302,"[445549.7607, 4638538.277]",0,N MILWAUKEE AVE,E,16
47,1.051282051,0.205128205,B211303,"[445418.5458, 4638653.704]",0,N MILWAUKEE AVE,E,16
48,0.72972973,0.135135135,B211304,"[445413.2319, 4638653.721]",0,N MILWAUKEE AVE,W,16
367,1.0,0.25,B249302,"[446048.5176, 4637895.694]",0,W GRAND AVE,N,16
368,5.777777778,0.916666667,B249303,"[445842.4172, 4637897.593]",0,W GRAND AVE,N,16
369,3.153846154,1.025641026,B249305,"[445631.0005, 4637895.49]",0,W GRAND AVE,N,16
370,1.416666667,0.333333333,B249306,"[445524.013, 4637894.479]",0,W GRAND AVE,N,16
377,21.4765625,2.265625,B251201,"[447453.2916, 4640474.46]",0,N CLARK ST,E,2
378,5.396694215,0.73553719,B251206,"[447086.6156, 4640903.804]",0,W ARMITAGE AVE,S,2
379,6.598360656,0.68852459,B251207,"[447241.8835, 4640913.847]",0,N CLARK ST,W,2
380,2.504347826,0.260869565,B251209,"[447378.6452, 4640635.706]",0,N CLARK ST,W,2
381,2.931623932,0.358974359,B251210,"[447439.5707, 4640497.528]",0,N CLARK ST,W,2
382,1.122807018,0.157894737,B251211,"[447422.3638, 4640537.587]",0,N CLARK ST,W,2
383,1.741666667,0.275,B251212,"[447463.7504, 4640444.499]",0,N CLARK ST,W,2
384,1.414414414,0.243243243,B251213,"[446856.883, 4641106.6]",0,W DICKENS AVE,N,2
392,6.75,0.901785714,B253406,"[447363.6417, 4640068.022]",0,N WELLS ST,E,2
393,12.31967213,1.31147541,B253412,"[447361.5342, 4640001.217]",0,N WELLS ST,W,2
399,0.834862385,0.04587156,B254401,"[447569.3654, 4640106.563]",0,W NORTH AVE,N,2
400,2.060869565,0.2,B254402,"[447427.9225, 4640099.381]",0,W NORTH AVE,S,2
401,2.913793103,0.275862069,B254403,"[447402.9708, 4640114.44]",0,W NORTH AVE,N,2
402,4.10483871,0.467741935,B254404,"[447306.975, 4640113.709]",0,W NORTH AVE,N,2
403,3.308333333,0.491666667,B254405,"[447235.5654, 4640113.575]",0,W NORTH AVE,N,2
404,1.45,0.166666667,B254406,"[447121.5885, 4640050.48]",0,N ORLEANS ST,E,2
405,2.647540984,0.401639344,B254407,"[447096.3273, 4640093.776]",0,W NORTH AVE,S,2
406,1.384615385,0.333333333,B254409,"[447198.9356, 4640071.293]",0,N NORTH PARK AVE,W,2
407,1.709401709,0.264957265,B254410,"[447221.0337, 4640096.34]",0,W NORTH AVE,S,2
408,0.908256881,0.165137615,B254412,"[447281.5658, 4640069.572]",0,N WEILAND ST,E,2
409,1.361344538,0.176470588,B255402,"[446937.1901, 4640075.568]",0,N HUDSON AVE,W,2
410,2.260504202,0.361344538,B255403,"[446940.5843, 4640068.284]",0,N HUDSON AVE,E,2
411,2.555555556,0.299145299,B255404,"[446813.2527, 4640093.624]",0,W NORTH AVE,S,2
412,2.683760684,0.290598291,B255405,"[446906.5117, 4640093.194]",0,W NORTH AVE,S,2
413,1.026548673,0.292035398,B255406,"[446735.5832, 4640060.119]",0,N MOHAWK ST,W,2
478,5.452702703,2.0,B264601,"[450043.9494, 4626489.864]",0,S ELLIS AVE,E,14
479,4.770491803,0.672131148,B264603,"[450041.2223, 4626673.571]",0,S ELLIS AVE,E,14
480,3.865671642,0.835820896,B264605,"[450040.892, 4626682.066]",0,S ELLIS AVE,W,14
481,4.637681159,1.637681159,B264606,"[450040.8233, 4626481.06]",0,S ELLIS AVE,W,14
482,5.917525773,1.030927835,B264608,"[449894.2671, 4626383.995]",0,E 59TH ST,N,14
483,3.0,0.580645161,B264610,"[449698.9507, 4626381.816]",0,E 59TH ST,N,14
484,0.878787879,0.363636364,B264611,"[450896.3247, 4626388.64]",0,E 59TH ST,S,14
485,2.5,2.25,B265601,"[444885.7232, 4619093.596]",0,S ASHLAND AVE,E,3
486,4.0,4.0,B265602,"[444709.4992, 4619054.944]",0,S CHARLES ST,E,3
487,2.614194299,0.417808036,B265603,"[444440.6778, 4619037.631]",0,W 95TH ST,N,3
488,1.0,1.0,B265604,"[444415.8525, 4619037.213]",0,S LONGWOOD DR,E,3
489,2.222222222,1.5,B265605,"[444358.7287, 4619036.377]",0,W 95TH ST,N,3
490,2.625,1.375,B265607,"[444158.7981, 4619019.762]",0,W 95TH ST,S,3
491,1.615384615,0.846153846,B265609,"[444433.9198, 4619022.179]",0,W 95TH ST,S,3
492,2.0,2.0,B265611,"[444486.1821, 4618978.651]",0,S WOOD ST,E,3
493,1.85,1.1,B265612,"[444518.8806, 4619023.354]",0,W 95TH ST,S,3
494,1.5,1.0,B265613,"[444559.6499, 4618993.808]",0,S VANDERPOEL AVE,W,3
495,2.614194299,0.417808036,B265614,"[444625.6579, 4619039.81]",0,W 95TH ST,S,3
496,1.0,1.0,B265615,"[444759.7626, 4619041.331]",0,W 95TH ST,N,3
497,1.2,1.0,B265616,"[444408.948, 4619096.226]",0,S LONGWOOD DR,W,3
498,2.0,2.0,B265617,"[444293.2034, 4619059.838]",0,S PLEASANT AVE,E,3
499,0.5,0.0,B265618,"[444469.5529, 4619006.455]",0,S WOOD ST,W,3
500,2.142857143,0.857142857,B266601,"[444002.3277, 4619032.821]",0,W 95TH ST,N,3
501,5.111111111,1.277777778,B266602,"[443820.1355, 4619030.692]",0,W 95TH ST,N,3
502,3.0,1.0,B266603,"[443725.3047, 4619029.824]",0,W 95TH ST,N,3
503,1.8,0.6,B266607,"[443418.6403, 4619010.012]",0,W 95TH ST,S,3
504,2.614194299,0.417808036,B266608,"[443468.9904, 4618986.442]",0,S OAKLEY AVE,W,3
505,2.333333333,1.666666667,B266610,"[443531.4991, 4619012.123]",0,W 95TH ST,S,3
506,2.614194299,0.417808036,B266612,"[443572.1201, 4618985.574]",0,S BELL AVE,E,3
507,1.5,0.25,B266613,"[443620.0896, 4619013.814]",0,W 95TH ST,S,3
508,4.222222222,0.777777778,B266615,"[443828.1106, 4619016.292]",0,W 95TH ST,S,3
509,2.4,1.4,B266616,"[443972.0824, 4618995.547]",0,S SEELEY AVE,W,3
510,2.666666667,1.333333333,B266618,"[443997.693, 4619017.965]",0,W 95TH ST,S,3
511,1.0,0.0,B266619,"[443370.9931, 4618994.44]",0,S CLAREMONT AVE,E,3
512,2.614194299,0.417808036,B266620,"[443471.8545, 4618995.922]",0,S OAKLEY AVE,E,3
513,2.333333333,2.333333333,B266621,"[443975.0894, 4619002.025]",0,S SEELEY AVE,E,3
514,1.0,1.0,B267601,"[441487.48, 4625674.776]",0,W 62ND ST,S,9
515,2.614194299,0.417808036,B267602,"[441564.4219, 4625604.356]",0,S KEDZIE AVE,W,9
516,2.614194299,0.417808036,B267603,"[441499.7346, 4625578.792]",0,W 62ND PL,N,9
517,2.614194299,0.417808036,B267604,"[441502.1073, 4625575.94]",0,W 62ND PL,S,9
518,2.614194299,0.417808036,B267605,"[441565.562, 4625546.106]",0,S KEDZIE AVE,W,9
519,5.0,1.6,B267606,"[441479.3914, 4625476.41]",0,W 63RD ST,N,9
520,2.614194299,0.417808036,B267608,"[441366.6237, 4625541.129]",0,S SPAULDING AVE,E,9
521,2.614194299,0.417808036,B267609,"[441363.2804, 4625541.156]",0,S SPAULDING AVE,W,9
522,2.2,0.8,B267610,"[441312.9079, 4625474.056]",0,W 63RD ST,N,9
523,3.0,1.5,B267612,"[441165.7845, 4625487.925]",0,S HOMAN AVE,E,9
524,2.614194299,0.417808036,B267613,"[441162.4444, 4625488.341]",0,S HOMAN AVE,W,9
525,2.614194299,0.417808036,B268601,"[440964.4872, 4625433.674]",0,S ST LOUIS AVE,E,9
526,5.0,0.666666667,B268602,"[441005.7605, 4625464.759]",0,W 63RD ST,S,9
527,4.0,0.333333333,B268605,"[441231.72, 4625468.56]",0,W 63RD ST,S,9
528,1.0,1.0,B268607,"[441364.7888, 4625439.762]",0,S SPAULDING AVE,W,9
529,3.0,2.0,B268608,"[441368.2187, 4625443.398]",0,S SPAULDING AVE,E,9
530,3.666666667,1.666666667,B268609,"[441421.5631, 4625471.999]",0,W 63RD ST,S,9
531,2.614194299,0.417808036,B268611,"[441567.5584, 4625340.493]",0,S KEDZIE AVE,W,9
532,3.0,0.0,B268612,"[441166.0346, 4625450.668]",0,S HOMAN AVE,E,9
533,2.614194299,0.417808036,B269601,"[442300.913, 4625485.054]",0,W 63RD ST,N,9
534,2.614194299,0.417808036,B269602,"[442227.1158, 4625483.596]",0,W 63RD ST,N,9
535,2.614194299,0.417808036,B269603,"[442118.7131, 4625482.53]",0,W 63RD ST,N,9
536,2.614194299,0.417808036,B269604,"[442017.7845, 4625482.182]",0,W 63RD ST,N,9
537,2.614194299,0.417808036,B269605,"[441904.5302, 4625480.659]",0,W 63RD ST,N,9
538,0.0,0.0,B269606,"[441817.6371, 4625479.312]",0,W 63RD ST,N,9
539,2.0,0.666666667,B269607,"[441770.3565, 4625517.617]",0,S ALBANY AVE,E,9
540,0.0,0.0,B269608,"[441713.5271, 4625478.383]",0,W 63RD ST,N,9
541,0.0,0.0,B269609,"[441669.7359, 4625507.224]",0,S TROY ST,E,9
542,2.614194299,0.417808036,B269610,"[441666.5276, 4625510.137]",0,S TROY ST,W,9
543,2.614194299,0.417808036,B269611,"[441601.2214, 4625477.135]",0,W 63RD ST,N,9
544,2.614194299,0.417808036,B269612,"[441568.0643, 4625565.907]",0,S KEDZIE AVE,E,9
545,2.614194299,0.417808036,B270601,"[441570.7755, 4625345.464]",0,S KEDZIE AVE,E,9
546,2.614194299,0.417808036,B270602,"[441627.1097, 4625473.925]",0,W 63RD ST,S,9
547,0.0,0.0,B270605,"[441712.2769, 4625475.506]",0,W 63RD ST,S,9
548,2.614194299,0.417808036,B270606,"[441768.3933, 4625447.733]",0,S ALBANY AVE,W,9
549,0.0,0.0,B270607,"[441771.4808, 4625450.483]",0,S ALBANY AVE,E,9
550,0.0,0.0,B270608,"[441809.7, 4625476.433]",0,W 63RD ST,S,9
551,2.614194299,0.417808036,B270609,"[441918.1074, 4625478.162]",0,W 63RD ST,S,9
552,2.614194299,0.417808036,B270610,"[441970.5268, 4625447.92]",0,S SACRAMENTO AVE,W,9
553,2.614194299,0.417808036,B270611,"[441973.6916, 4625453.336]",0,S SACRAMENTO AVE,E,9
554,2.614194299,0.417808036,B270612,"[442020.9386, 4625479.436]",0,W 63RD ST,S,9
555,2.614194299,0.417808036,B270613,"[442118.467, 4625479.645]",0,W 63RD ST,S,9
556,2.614194299,0.417808036,B270614,"[442212.9336, 4625480.269]",0,W 63RD ST,S,9
557,2.614194299,0.417808036,B270615,"[442332.5515, 4625483.133]",0,W 63RD ST,S,9
558,0.0,0.0,B270617,"[441670.351, 4625446.034]",0,S TROY ST,E,9
559,3.5,1.5,B271601,"[443127.8864, 4625493.082]",0,W 63RD ST,N,9
560,1.0,1.0,B271602,"[443086.1312, 4625526.228]",0,S ARTESIAN AVE,E,9
561,2.614194299,0.417808036,B271604,"[443034.7078, 4625493.102]",0,W 63RD ST,N,9
562,2.614194299,0.417808036,B271605,"[442884.0667, 4625513.405]",0,S MAPLEWOOD AVE,E,9
563,2.614194299,0.417808036,B271606,"[442985.3529, 4625530.64]",0,S CAMPBELL AVE,E,9
564,2.614194299,0.417808036,B271607,"[442982.458, 4625524.056]",0,S CAMPBELL AVE,W,9
565,2.614194299,0.417808036,B271608,"[442934.9952, 4625491.455]",0,W 63RD ST,N,9
566,2.614194299,0.417808036,B271610,"[442830.9976, 4625490.566]",0,W 63RD ST,N,9
567,2.614194299,0.417808036,B271611,"[442424.4271, 4625487.334]",0,W 63RD ST,N,9
568,3.0,1.0,B271612,"[443083.2497, 4625521.31]",0,S ARTESIAN AVE,W,9
569,2.614194299,0.417808036,B271613,"[442783.0083, 4625510.66]",0,S ROCKWELL ST,E,9
570,2.614194299,0.417808036,B271614,"[442780.0035, 4625511.239]",0,S ROCKWELL ST,W,9
571,2.614194299,0.417808036,B271615,"[442881.0109, 4625507.599]",0,S MAPLEWOOD AVE,W,9
572,2.614194299,0.417808036,B272601,"[442435.2724, 4625484.581]",0,W 63RD ST,S,9
573,2.614194299,0.417808036,B272602,"[442524.7123, 4625483.861]",0,W 63RD ST,S,9
574,2.614194299,0.417808036,B272603,"[442632.8391, 4625485.381]",0,W 63RD ST,S,9
575,2.614194299,0.417808036,B272604,"[442727.8155, 4625487.117]",0,W 63RD ST,S,9
576,2.614194299,0.417808036,B272605,"[442780.3068, 4625458.603]",0,S ROCKWELL ST,W,9
577,2.614194299,0.417808036,B272606,"[442783.3058, 4625457.301]",0,S ROCKWELL ST,E,9
578,2.614194299,0.417808036,B272607,"[442844.4616, 4625487.793]",0,W 63RD ST,S,9
579,2.614194299,0.417808036,B272608,"[442928.6679, 4625488.415]",0,W 63RD ST,S,9
580,2.614194299,0.417808036,B272609,"[442982.847, 4625461.037]",0,S CAMPBELL AVE,W,9
581,2.614194299,0.417808036,B272610,"[442986.0587, 4625465.453]",0,S CAMPBELL AVE,E,9
582,2.614194299,0.417808036,B272611,"[443031.2276, 4625490.021]",0,W 63RD ST,S,9
583,2.614194299,0.417808036,B272612,"[443083.8278, 4625460.954]",0,S ARTESIAN AVE,W,9
584,2.614194299,0.417808036,B272613,"[443086.8914, 4625467.758]",0,S ARTESIAN AVE,E,9
585,2.614194299,0.417808036,B272614,"[443131.2663, 4625490.557]",0,W 63RD ST,S,9
586,2.614194299,0.417808036,B273601,"[443176.2345, 4625798.279]",0,S WESTERN AVE,W,9
587,2.614194299,0.417808036,B273602,"[443178.8672, 4625554.749]",0,S WESTERN AVE,W,9
588,2.614194299,0.417808036,B273604,"[443180.6439, 4625399.72]",0,S WESTERN AVE,W,9
589,2.614194299,0.417808036,B273605,"[443195.8623, 4625365.121]",0,S WESTERN AVE,E,9
590,2.614194299,0.417808036,B273607,"[443253.0654, 4625487.535]",0,W 63RD ST,N,9
591,2.614194299,0.417808036,B273608,"[443193.6682, 4625558.851]",0,S WESTERN AVE,E,9
592,2.614194299,0.417808036,B273610,"[443190.8492, 4625856.155]",0,S WESTERN AVE,E,9
593,2.614194299,0.417808036,B273611,"[443249.3086, 4625484.567]",0,W 63RD ST,S,9
594,0.0,0.0,B274601,"[442455.8624, 4627120.549]",0,S FAIRFIELD AVE,W,9
595,2.614194299,0.417808036,B274602,"[442302.1493, 4627100.919]",0,W 55TH ST,S,9
596,2.614194299,0.417808036,B274603,"[442413.7042, 4627102.127]",0,W 55TH ST,S,9
597,1.0,1.0,B274604,"[442256.2278, 4627120.273]",0,S MOZART ST,E,9
598,2.614194299,0.417808036,B274605,"[442256.6027, 4627083.912]",0,S MOZART ST,E,9
599,1.0,0.0,B274606,"[442415.3422, 4627104.945]",0,W 55TH ST,N,9
600,2.614194299,0.417808036,B274607,"[442290.9735, 4627103.784]",0,W 55TH ST,N,9
601,2.614194299,0.417808036,B274608,"[442456.4594, 4627077.082]",0,S FAIRFIELD AVE,W,9
602,2.333333333,0.833333333,B275601,"[444753.2879, 4629081.672]",0,S ASHLAND AVE,W,1
603,2.0,1.133333333,B275604,"[444726.5691, 4628940.038]",0,W 46TH ST,S,1
604,3.235294118,0.941176471,B275605,"[444754.3079, 4628889.545]",0,S ASHLAND AVE,W,1
605,1.375,1.125,B275607,"[444818.814, 4628796.203]",0,S MCDOWELL AVE,E,1
606,1.666666667,1.444444444,B275609,"[444846.8336, 4628825.233]",0,S MCDOWELL AVE,W,1
607,4.348837209,1.511627907,B275610,"[444771.3202, 4628813.385]",0,S ASHLAND AVE,E,1
608,3.888888889,1.222222222,B275612,"[444768.6205, 4629054.75]",0,S ASHLAND AVE,E,1
609,1.0,0.714285714,B275614,"[444799.9286, 4628940.026]",0,W 46TH ST,S,1
610,1.666666667,0.583333333,B275615,"[444727.0984, 4628943.696]",0,W 46TH,N,1
611,2.614194299,0.417808036,B276601,"[444966.9382, 4628797.613]",0,S LAFLIN ST,E,1
612,0.0,0.0,B276602,"[444874.5931, 4628741.221]",0,W 47TH ST,N,1
613,1.0,0.0,B276603,"[444684.6688, 4628737.141]",0,W 47TH ST,N,1
614,2.444444444,1.222222222,B276604,"[444664.6854, 4628767.706]",0,S MARSHFIELD AVE,E,1
615,2.666666667,1.0,B276605,"[444661.4874, 4628764.734]",0,S MARSHFIELD AVE,W,1
616,1.75,0.75,B276606,"[444563.1035, 4628756.064]",0,S PAULINA ST,E,1
617,2.538461538,1.076923077,B276607,"[444622.5788, 4628739.675]",0,W 47TH ST,N,1
618,3.571428571,2.0,B276609,"[444563.6983, 4628717.878]",0,S PAULINA ST,E,1
619,2.818181818,0.636363636,B276610,"[444606.7891, 4628736.301]",0,W 47TH ST,S,1
620,5.0,5.0,B276611,"[444734.47, 4628737.476]",0,W 47TH ST,S,1
621,3.333333333,1.333333333,B276612,"[444826.1032, 4628737.599]",0,W 47TH ST,S,1
622,1.545454545,0.909090909,B276613,"[444862.6772, 4628720.113]",0,S JUSTINE ST,W,1
623,2.533333333,1.8,B276614,"[444916.9624, 4628738.508]",0,W 47TH ST,S,1
624,1.142857143,1.0,B276615,"[444964.9146, 4628722.932]",0,S LAFLIN ST,W,1
625,1.2,0.8,B276616,"[444968.1326, 4628721.297]",0,S LAFLIN ST,E,1
626,2.614194299,0.417808036,B276617,"[445025.4806, 4628739.502]",0,W 47TH ST,S,1
627,0.0,0.0,B276618,"[444990.1873, 4628742.438]",0,W 47TH ST,N,1
628,1.285714286,0.571428571,B277601,"[444559.8256, 4628757.143]",0,S PAULINA ST,W,1
629,2.0,0.666666667,B277602,"[444511.6113, 4628738.871]",0,W 47TH ST,N,1
630,1.333333333,1.333333333,B277603,"[444459.3025, 4628774.241]",0,S HERMITAGE AVE,W,1
631,2.2,1.0,B277604,"[444417.6915, 4628738.382]",0,W 47TH ST,N,1
632,1.0,1.0,B277605,"[444462.6368, 4628766.001]",0,S HERMITAGE AVE,E,1
633,0.0,0.0,B277606,"[444285.3396, 4628738.303]",0,W 47TH ST,N,1
634,1.0,0.5,B277607,"[444261.7596, 4628771.785]",0,S HONORE ST,E,1
635,1.333333333,1.0,B277608,"[444258.697, 4628771.92]",0,S HONORE ST,W,1
636,3.0,0.75,B277609,"[444201.2754, 4628737.295]",0,W 47TH ST,N,1
637,0.0,0.0,B277610,"[444159.6469, 4628756.434]",0,S WOLCOTT AVE,E,1
638,2.5,0.25,B277611,"[444106.182, 4628736.429]",0,W 47TH ST,N,1
639,3.0,1.666666667,B277612,"[444058.5517, 4628764.328]",0,S WINCHESTER AVE,E,1
640,1.0,0.75,B277613,"[444055.3538, 4628761.412]",0,S WINCHESTER AVE,W,1
641,1.666666667,1.333333333,B277614,"[444012.0982, 4628736.335]",0,W 47TH ST,N,1
642,2.614194299,0.417808036,B277615,"[444006.5603, 4628733.326]",0,W 47TH ST,S,1
643,2.0,1.0,B277616,"[444057.372, 4628692.026]",0,S WINCHESTER AVE,W,1
644,1.0,1.0,B277617,"[444059.7655, 4628698.834]",0,S WINCHESTER AVE,E,1
645,3.2,0.6,B277618,"[444103.9312, 4628733.505]",0,W 47TH ST,S,1
646,2.0,0.4,B277619,"[444215.5132, 4628734.465]",0,W 47TH ST,S,1
647,2.4,0.6,B277620,"[444259.4846, 4628715.752]",0,S HONORE ST,W,1
648,2.614194299,0.417808036,B277621,"[444262.6897, 4628719.612]",0,S HONORE ST,E,1
649,4.0,1.5,B277622,"[444317.6814, 4628735.498]",0,W 47TH ST,S,1
650,2.614194299,0.417808036,B277623,"[444357.8328, 4628719.812]",0,S WOOD ST,W,1
651,2.614194299,0.417808036,B277624,"[444360.8383, 4628712.353]",0,S WOOD ST,E,1
652,3.0,0.5,B277625,"[444421.6812, 4628735.687]",0,W 47TH ST,S,1
653,3.714285714,2.142857143,B277626,"[444459.894, 4628707.086]",0,S HERMITAGE AVE,W,1
654,2.5,1.0,B277627,"[444463.0317, 4628702.178]",0,S HERMITAGE AVE,E,1
655,3.125,0.875,B277628,"[444502.2914, 4628736.613]",0,W 47TH ST,S,1
656,2.5,1.666666667,B277629,"[444561.0167, 4628702.472]",0,S PAULINA ST,W,1
657,2.614194299,0.417808036,B277630,"[444360.7158, 4628753.754]",0,S WOOD ST,E,1
658,1.0,0.0,B277631,"[444357.4398, 4628762.325]",0,S WOOD ST,W,1
659,0.5,0.5,B277632,"[444160.2561, 4628720.357]",0,S WOLCOTT AVE,E,1
660,4.857142857,2.107142857,B278601,"[444757.0256, 4628664.934]",0,S ASHLAND AVE,W,1
661,1.5,0.5,B278603,"[444734.1431, 4628536.859]",0,W 48TH ST,N,1
662,4.769230769,1.923076923,B278604,"[444759.3223, 4628493.764]",0,S ASHLAND AVE,W,1
663,2.0,0.0,B278606,"[444732.4789, 4628336.358]",0,W 49TH ST,N,1
664,2.614194299,0.417808036,B278607,"[444804.9052, 4628337.351]",0,W 49TH ST,N,1
665,5.25,2.175,B278608,"[444774.7284, 4628432.987]",0,S ASHLAND AVE,E,1
666,1.0,0.25,B278610,"[444796.9019, 4628534.209]",0,W 48TH ST,S,1
667,6.622222222,2.311111111,B278611,"[444772.4435, 4628670.586]",0,S ASHLAND AVE,E,1
668,0.666666667,0.0,B278613,"[444734.6204, 4628533.803]",0,W 48TH ST,S,1
669,2.666666667,0.25,B279201,"[444981.5764, 4641215.068]",0,N CLYBOURN AVE,W,2
670,1.31147541,0.278688525,B279202,"[445460.7494, 4640742.474]",0,N CLYBOURN AVE,W,2
671,2.444444444,0.555555556,B279203,"[445613.7115, 4640591.425]",0,N CLYBOURN AVE,W,2
672,1.634920635,0.285714286,B279205,"[445656.9182, 4640547.856]",0,N CLYBOURN AVE,W,2
673,9.179104478,1.835820896,B279206,"[445764.9218, 4640446.997]",0,N CLYBOURN AVE,W,2
674,2.353846154,0.384615385,B279208,"[445908.9582, 4640307.115]",0,N CLYBOURN AVE,W,2
675,5.318181818,0.575757576,B279210,"[446050.6808, 4640169.136]",0,N CLYBOURN AVE,W,2
676,1.285714286,0.142857143,B280601,"[442283.4982, 4630037.992]",0,W 40TH PL,N,1
677,0.625,0.125,B280602,"[442273.2814, 4630034.912]",0,W 40TH PL,S,1
678,2.181818182,0.363636364,B280603,"[442208.469, 4629940.554]",0,S ARCHER AVE,W,1
679,1.25,0.25,B280606,"[442072.4172, 4629832.015]",0,S ARCHER AVE,W,1
680,0.25,0.25,B280607,"[441973.3119, 4629753.75]",0,S ARCHER AVE,W,1
681,5.375,1.5625,B280608,"[441856.6502, 4629660.702]",0,S ARCHER AVE,W,1
682,1.454545455,0.454545455,B280610,"[441722.3169, 4629552.538]",0,S ARCHER AVE,W,1
683,4.647058824,1.823529412,B280611,"[441629.3528, 4629476.999]",0,S ARCHER AVE,W,1
684,2.0,0.428571429,B280613,"[441448.9605, 4629329.427]",0,S ARCHER AVE,W,1
685,0.5,0.0,B280614,"[442112.7865, 4629885.677]",0,S FRANCISCO AVE,W,1
686,0.25,0.25,B280615,"[442115.5705, 4629892.424]",0,S FRANCISCO AVE,E,1
687,0.714285714,0.142857143,B281601,"[441540.338, 4629401.15]",0,S ARCHER AVE,E,1
688,6.904761905,1.333333333,B281602,"[441649.1689, 4629489.156]",0,S ARCHER AVE,E,1
689,1.0,0.444444444,B281603,"[441779.2146, 4629524.64]",0,W POPE JOHN PAUL II DR,N,1
690,2.153846154,0.461538462,B281604,"[441740.1692, 4629562.881]",0,S ARCHER AVE,E,1
691,1.272727273,0.727272727,B281605,"[441803.5295, 4629587.278]",0,S WHIPPLE ST,W,1
692,1.083333333,0.833333333,B281606,"[441804.3962, 4629591.1]",0,S WHIPPLE ST,E,1
693,3.764705882,0.705882353,B281607,"[441846.9146, 4629648.462]",0,S ARCHER AVE,E,1
694,1.529411765,0.235294118,B281608,"[441911.6597, 4629651.598]",0,S SACRAMENTO AVE,W,1
695,1.916666667,0.583333333,B281609,"[441954.5563, 4629734.981]",0,S ARCHER AVE,E,1
696,1.461538462,0.538461538,B281611,"[442017.3911, 4629784.132]",0,S ARCHER AVE,E,1
697,0.25,0.125,B281612,"[442096.2012, 4629818.505]",0,S FRANCISCO AVE,W,1
698,5.5,0.916666667,B281613,"[442219.4774, 4629945.071]",0,S ARCHER AVE,E,1
699,1.0,0.444444444,B281616,"[442094.3684, 4629826.011]",0,S FRANCISCO AVE,E,1
700,0.888888889,0.666666667,B281617,"[442022.7072, 4629821.488]",0,S RICHMOND ST,W,1
701,0.888888889,0.555555556,B281618,"[442024.0136, 4629824.64]",0,S RICHMOND ST,E,1
702,0.111111111,0.055555556,B282603,"[446357.5545, 4630560.65]",0,S HALSTED ST,E,20
703,2.44,0.24,B282604,"[446351.7601, 4631145.276]",0,S HALSTED ST,E,20
704,2.25,0.333333333,B282606,"[446375.5061, 4631185.595]",0,W 35TH ST,S,20
705,1.666666667,0.375,B282607,"[446393.2388, 4631188.9]",0,W 35TH ST,N,20
706,8.62962963,1.555555556,B282608,"[446350.7278, 4631244.974]",0,S HALSTED ST,E,20
707,0.956521739,0.217391304,B282610,"[446377.5347, 4631388.731]",0,W 34TH ST,S,20
708,7.103448276,1.275862069,B282611,"[446349.1174, 4631460.23]",0,S HALSTED ST,E,20
709,1.64,0.2,B282614,"[446372.1644, 4631592.805]",0,W 33RD ST,N,20
710,8.347826087,1.652173913,B282615,"[446346.4355, 4631658.845]",0,S HALSTED ST,E,20
711,0.260869565,0.043478261,B282617,"[446378.0027, 4631391.778]",0,W 34TH ST,N,20
712,0.782608696,0.130434783,B282618,"[446371.3049, 4631589.595]",0,W 33RD ST,S,20
713,6.4,0.76,B283601,"[446343.5352, 4631680.391]",0,S HALSTED ST,W,20
714,0.590909091,0.272727273,B283603,"[446317.0994, 4631637.653]",0,W 33RD ST,S,20
715,5.538461538,1.076923077,B283604,"[446345.7633, 4631473.347]",0,S HALSTED ST,W,20
716,3.230769231,0.423076923,B283606,"[446346.9817, 4631346.523]",0,S HALSTED ST,W,20
717,2.28,0.32,B283607,"[446324.2003, 4631301.259]",0,W 34TH PL,N,20
718,1.576923077,0.269230769,B283608,"[446325.9041, 4631298.251]",0,W 34TH PL,S,20
719,3.041666667,0.708333333,B283609,"[446347.4496, 4631245.886]",0,S HALSTED ST,W,20
720,1.583333333,0.166666667,B283610,"[446348.844, 4631127.767]",0,S HALSTED ST,W,20
