,cars,demands,labels,locations,megacluster,streetName,streetSide,clusterID
2757,0.5,0.0,B489120,"[444666.4156, 4647954.651]",0,W CATALPA AVE,S,4
2758,6.555555556,0.444444444,B490101,"[444626.6915, 4647383.567]",0,N CLARK ST,E,4
2759,2.428571429,0.428571429,B490102,"[444665.1946, 4647447.548]",0,W FARRAGUT AVE,S,4
2760,6.3,0.3,B490104,"[444630.6539, 4647492.131]",0,N CLARK ST,E,4
2761,0.428571429,0.0,B490105,"[444664.3853, 4647549.052]",0,W BERWYN AVE,S,4
2762,2.0,0.1,B490106,"[444661.6242, 4647552.702]",0,W BERWYN AVE,N,4
2763,6.454545455,0.545454545,B490107,"[444638.1404, 4647599.61]",0,N CLARK ST,E,4
2764,1.142857143,0.142857143,B490108,"[444669.1545, 4647650.773]",0,W SUMMERDALE AVE,S,4
2765,1.571428571,0.0,B490109,"[444670.0411, 4647654.402]",0,W SUMMERDALE AVE,N,4
2766,5.636363636,0.363636364,B490110,"[444638.6457, 4647716.416]",0,N CLARK ST,E,4
2767,3.272727273,0.295454545,B490111,"[444634.1888, 4647693.856]",0,N CLARK ST,W,4
2768,2.0,0.214285714,B490112,"[444610.6851, 4647650.122]",0,W SUMMERDALE AVE,S,4
2769,1.523809524,0.166666667,B490113,"[444587.6784, 4647653.326]",0,W SUMMERDALE AVE,N,4
2770,3.860465116,0.395348837,B490114,"[444631.1846, 4647603.164]",0,N CLARK ST,W,4
2771,3.075,0.225,B490115,"[444602.6013, 4647552.056]",0,W BERWYN AVE,N,4
2772,2.512820513,0.179487179,B490116,"[444606.3827, 4647548.231]",0,W BERWYN AVE,S,4
2773,4.45,0.325,B490117,"[444626.748, 4647498.376]",0,N CLARK ST,W,4
2774,3.56097561,0.414634146,B490118,"[444623.637, 4647414.073]",0,N CLARK ST,W,4
2775,1.348837209,0.23255814,B490119,"[444604.3904, 4647349.458]",0,W FOSTER AVE,N,4
2776,1.285714286,0.0,B490135,"[444646.8027, 4647451.452]",0,W FARRAGUT AVE,N,4
2777,2.209302326,0.186046512,B490136,"[444556.768, 4647345.292]",0,W FOSTER AVE,S,4
2778,3.0,0.8,B491101,"[444658.1908, 4646976.046]",0,N CLARK ST,E,4
2779,1.0,0.333333333,B491102,"[444687.0657, 4647032.663]",0,W WINNEMAC AVE,S,4
2780,4.0,0.444444444,B491103,"[444645.8023, 4647090.008]",0,N CLARK ST,E,4
2781,1.0,0.0,B491105,"[444665.9711, 4647146.615]",0,W CARMEN AVE,N,4
2782,2.614194299,0.417808036,B491106,"[444636.4784, 4647194.956]",0,N CLARK ST,E,4
2783,2.614194299,0.417808036,B491107,"[444629.3203, 4647283.506]",0,N CLARK ST,E,4
2784,2.614194299,0.417808036,B491108,"[444658.7422, 4647346.112]",0,W FOSTER AVE,S,4
2785,3.5,0.380952381,B491110,"[444625.2335, 4647283.981]",0,N CLARK ST,W,4
2786,1.488372093,0.209302326,B491111,"[444593.7013, 4647246.829]",0,W WINONA ST,N,4
2787,1.204545455,0.181818182,B491112,"[444603.2862, 4647243.563]",0,W WINONA ST,S,4
2788,2.743589744,0.307692308,B491113,"[444633.4363, 4647184.705]",0,N CLARK ST,W,4
2789,1.047619048,0.333333333,B491114,"[444609.6515, 4647145.936]",0,W CARMEN AVE,N,4
2790,0.365853659,0.097560976,B491115,"[444605.7566, 4647142.556]",0,W CARMEN AVE,S,4
2791,2.268292683,0.341463415,B491116,"[444640.7195, 4647097.818]",0,N CLARK ST,W,4
2792,0.525,0.125,B491120,"[444631.853, 4646869.346]",0,W AINSLIE ST,N,4
2793,2.43902439,0.414634146,B491121,"[444636.0332, 4646867.11]",0,W AINSLIE ST,S,4
2794,5.166666667,0.916666667,B491124,"[444683.8833, 4646612.586]",0,N CLARK ST,W,4
2795,4.222222222,1.111111111,B491128,"[444673.0396, 4646807.209]",0,N CLARK ST,E,4
2796,0.833333333,0.0,B491135,"[444670.4395, 4647036.921]",0,W WINNEMAC AVE,N,4
2797,0.7,0.0,B491137,"[444665.595, 4646899.097]",0,N CLARK ST,E,4
2798,1.166666667,0.166666667,B491138,"[444668.1524, 4647142.958]",0,W CARMEN AVE,S,4
2799,0.428571429,0.142857143,B491139,"[444625.1378, 4647043.175]",0,W WINNEMAC AVE,N,4
2800,1.097560976,0.097560976,B491140,"[444652.9008, 4646985.577]",0,N CLARK ST,W,4
2801,1.666666667,0.6,B492101,"[444355.7014, 4646537.236]",0,W LAWRENCE AVE,N,4
2802,3.416666667,0.333333333,B492102,"[444225.0909, 4646535.878]",0,W LAWRENCE AVE,N,19
2803,1.615384615,0.461538462,B492103,"[444014.1407, 4646534.757]",0,W LAWRENCE AVE,N,19
2804,1.15,0.25,B492104,"[443969.2199, 4646557.49]",0,N WOLCOTT AVE,W,19
2805,1.066666667,0.066666667,B492105,"[443921.5554, 4646533.822]",0,W LAWRENCE AVE,N,19
2806,1.4375,0.5,B492106,"[443849.0471, 4646562.016]",0,N WINCHESTER AVE,E,19
2807,2.294117647,0.529411765,B492107,"[443796.9166, 4646532.478]",0,W LAWRENCE AVE,N,19
2808,2.705882353,0.294117647,B492108,"[443764.4214, 4646528.688]",0,W LAWRENCE AVE,S,19
2809,1.357142857,0.5,B492109,"[444017.6473, 4646530.848]",0,W LAWRENCE AVE,S,19
2810,0.916666667,0.25,B492110,"[444221.2026, 4646532.358]",0,W LAWRENCE AVE,S,19
2811,1.5,0.583333333,B492111,"[444319.8726, 4646533.194]",0,W LAWRENCE AVE,S,4
2812,0.214285714,0.214285714,B492112,"[444486.4432, 4646535.273]",0,W LAWRENCE AVE,S,4
2813,7.0,1.285714286,B493101,"[443727.0281, 4646484.146]",0,N DAMEN AVE,E,19
2814,5.533333333,2.2,B493103,"[443728.8577, 4646658.403]",0,N DAMEN AVE,E,19
2815,2.0,0.133333333,B493105,"[443720.8887, 4646695.8]",0,N DAMEN AVE,W,19
2816,0.214285714,0.071428571,B493106,"[443674.1604, 4646531.339]",0,W LAWRENCE AVE,N,19
2817,0.428571429,0.0,B493107,"[443553.2165, 4646529.8]",0,W LAWRENCE AVE,N,19
2818,0.933333333,0.333333333,B493108,"[443482.8247, 4646528.695]",0,W LAWRENCE AVE,N,19
2819,1.352941176,0.058823529,B493109,"[443380.1627, 4646527.233]",0,W LAWRENCE AVE,N,19
2820,1.230769231,0.0,B493110,"[443433.82, 4646524.267]",0,W LAWRENCE AVE,S,19
2821,0.071428571,0.0,B493111,"[443499.9472, 4646525.614]",0,W LAWRENCE AVE,S,19
2822,1.230769231,0.076923077,B493112,"[443662.1888, 4646527.333]",0,W LAWRENCE AVE,S,19
2823,1.454545455,0.181818182,B493113,"[443723.0154, 4646455.143]",0,N DAMEN AVE,W,19
2824,4.545454545,0.909090909,B493114,"[443724.0983, 4646372.967]",0,N DAMEN AVE,W,19
2825,0.363636364,0.0,B493115,"[443727.1675, 4646149.316]",0,N DAMEN AVE,W,19
2826,0.75,0.083333333,B493116,"[443731.223, 4646151.506]",0,N DAMEN AVE,E,19
2827,2.0,0.333333333,B494101,"[442932.4444, 4646040.349]",0,N WESTERN AVE,E,19
2828,2.631578947,0.473684211,B494102,"[442931.6065, 4646149.004]",0,N WESTERN AVE,E,19
2829,7.44,1.0,B494103,"[442929.3169, 4646345.501]",0,N WESTERN AVE,E,19
2830,4.206896552,0.379310345,B494105,"[443054.1225, 4646519.638]",0,W LAWRENCE AVE,S,19
2831,1.555555556,0.333333333,B494106,"[443231.9107, 4646521.768]",0,W LAWRENCE AVE,S,19
2832,2.3,0.4,B494107,"[443021.6628, 4646549.565]",0,N CLAREMONT AVE,E,19
2833,2.8,0.5,B494108,"[443017.7692, 4646578.077]",0,N CLAREMONT AVE,W,19
2834,3.181818182,0.454545455,B494109,"[442980.0146, 4646522.334]",0,W LAWRENCE AVE,N,19
2835,5.047619048,0.523809524,B494110,"[442925.4577, 4646584.704]",0,N WESTERN AVE,E,19
2836,1.375,0.25,B494112,"[442909.8586, 4646671.77]",0,N WESTERN AVE,W,19
2837,0.333333333,0.066666667,B494113,"[442910.7542, 4646584.267]",0,N WESTERN AVE,W,19
2838,6.47826087,1.0,B494114,"[442911.4002, 4646435.64]",0,N WESTERN AVE,W,19
2839,1.0,0.555555556,B494116,"[442889.2156, 4646318.746]",0,W LELAND AVE,N,19
2840,1.0,0.235294118,B494117,"[442915.1105, 4646237.522]",0,N WESTERN AVE,W,19
2841,0.941176471,0.235294118,B494118,"[442916.4904, 4646155.288]",0,N WESTERN AVE,W,19
2842,1.789473684,0.631578947,B494119,"[442917.7585, 4646068.946]",0,N WESTERN AVE,W,19
2843,1.0,1.0,B494120,"[442909.854, 4646675.21]",0,N LINCOLN AVE,E,19
2844,1.55,0.1,B494121,"[443048.6296, 4646522.965]",0,W LAWRENCE AVE,N,19
2845,20.40909091,1.954545455,B495101,"[442984.9125, 4646446.27]",0,N LINCOLN AVE,E,19
2846,14.1,1.65,B495103,"[443024.7215, 4646360.953]",0,N LINCOLN AVE,E,19
2847,1.176470588,0.205882353,B495104,"[443082.0299, 4646310.707]",0,W LELAND AVE,N,19
2848,2.542857143,0.2,B495105,"[443084.6833, 4646240.83]",0,N LINCOLN AVE,E,19
2849,1.388888889,0.194444444,B495106,"[443154.6701, 4646220.46]",0,W EASTWOOD AVE,N,19
2850,4.588235294,0.588235294,B495107,"[443121.6735, 4646162.919]",0,N LINCOLN AVE,E,19
2851,3.885714286,0.428571429,B495108,"[443102.6508, 4646193.596]",0,N LINCOLN AVE,W,19
2852,2.081081081,0.189189189,B495111,"[443076.7932, 4646248.543]",0,N LINCOLN AVE,W,19
2853,0.628571429,0.057142857,B495126,"[443074.0847, 4646215.423]",0,W EASTWOOD AVE,S,19
2854,0.857142857,0.142857143,B495127,"[443070.6602, 4646218.47]",0,W EASTWOOD AVE,N,19
2855,1.837837838,0.324324324,B495128,"[443122.3758, 4646201.439]",0,W EASTWOOD AVE,S,19
2856,0.823529412,0.029411765,B495134,"[443078.9357, 4646304.708]",0,W LELAND AVE,S,19
2857,1.181818182,0.227272727,B496101,"[442738.3777, 4646968.293]",0,N LINCOLN AVE,E,19
2858,4.344827586,1.620689655,B496102,"[442697.503, 4647056.013]",0,N LINCOLN AVE,E,19
2859,1.571428571,0.333333333,B496103,"[442651.2362, 4647175.412]",0,N LINCOLN AVE,E,19
2860,1.0,0.222222222,B496104,"[442643.8402, 4647269.516]",0,N LINCOLN AVE,E,19
2861,0.352941176,0.235294118,B496105,"[442641.6621, 4647246.157]",0,N LINCOLN AVE,W,19
2862,1.727272727,0.636363636,B496106,"[442646.1808, 4647182.555]",0,N LINCOLN AVE,W,19
2863,4.0,1.37037037,B496107,"[442676.8374, 4647088.642]",0,N LINCOLN AVE,W,19
2864,2.64,0.84,B496108,"[442735.8293, 4646962.474]",0,N LINCOLN AVE,W,19
2865,1.722222222,0.722222222,B496109,"[442801.7185, 4646826.587]",0,N LINCOLN AVE,W,19
2866,0.529411765,0.323529412,B496110,"[442809.4087, 4646763.838]",0,W AINSLIE ST,S,19
2867,1.692307692,0.5,B496111,"[442819.8373, 4646799.802]",0,N LINCOLN AVE,E,19
2868,2.633333333,0.7,B497101,"[442199.2196, 4646517.112]",0,W LAWRENCE AVE,S,19
2869,0.714285714,0.238095238,B497102,"[442308.5309, 4646488.315]",0,N WASHTENAW AVE,W,19
2870,0.52173913,0.0,B497103,"[442312.3964, 4646482.187]",0,N WASHTENAW AVE,E,19
2871,0.636363636,0.090909091,B497104,"[442376.6171, 4646518.167]",0,W LAWRENCE AVE,S,19
2872,2.655172414,0.689655172,B497105,"[442455.374, 4646517.453]",0,W LAWRENCE AVE,S,19
2873,1.181818182,0.363636364,B497106,"[442510.9069, 4646483.732]",0,N ROCKWELL ST,W,19
2874,1.086956522,0.173913043,B497107,"[442515.9491, 4646440.941]",0,N ROCKWELL ST,E,19
2875,0.380952381,0.238095238,B497108,"[442549.795, 4646517.268]",0,W LAWRENCE AVE,S,19
2876,0.625,0.333333333,B497109,"[442664.2071, 4646517.73]",0,W LAWRENCE AVE,S,19
2877,4.0,1.0,B497110,"[442781.4032, 4646517.945]",0,W LAWRENCE AVE,S,19
2878,0.88,0.24,B497111,"[442833.7292, 4646522.23]",0,W LAWRENCE AVE,N,19
2879,0.384615385,0.076923077,B497112,"[442645.8432, 4646521.579]",0,W LAWRENCE AVE,N,19
2880,1.25,0.428571429,B497113,"[442473.0688, 4646521.421]",0,W LAWRENCE AVE,N,19
2881,1.576923077,0.461538462,B497114,"[442367.3633, 4646521.39]",0,W LAWRENCE AVE,N,19
2882,1.178571429,0.428571429,B497115,"[442264.5764, 4646521.172]",0,W LAWRENCE AVE,N,19
2883,1.259259259,0.407407407,B497116,"[442165.6348, 4646521.413]",0,W LAWRENCE AVE,N,19
2884,0.130434783,0.043478261,B497117,"[442108.9391, 4646547.956]",0,N CALIFORNIA AVE,E,19
2885,2.379310345,0.620689655,B497118,"[442518.8217, 4646239.387]",0,N ROCKWELL ST,E,19
2886,2.34375,0.6875,B497120,"[442514.27, 4646280.452]",0,N ROCKWELL ST,W,19
2887,2.614194299,0.417808036,B497122,"[442719.4932, 4646498.088]",0,N CAMPBELL AVE,E,19
2888,2.1,0.933333333,B498101,"[441619.5715, 4646518.95]",0,W LAWRENCE AVE,N,0
2889,1.052631579,0.631578947,B498102,"[441502.5111, 4646544.101]",0,N ALBANY AVE,E,0
2890,2.290322581,0.967741935,B498104,"[441448.7896, 4646519.133]",0,W LAWRENCE AVE,N,0
2891,0.954545455,0.090909091,B498105,"[441370.1478, 4646518.451]",0,W LAWRENCE AVE,N,0
2892,3.833333333,0.638888889,B498106,"[441239.2723, 4646518.199]",0,W LAWRENCE AVE,N,0
2893,2.171428571,0.628571429,B498107,"[441226.9971, 4646513.94]",0,W LAWRENCE AVE,S,0
2894,2.432432432,0.675675676,B498108,"[441356.9572, 4646513.922]",0,W LAWRENCE AVE,S,0
2895,3.375,0.9375,B498109,"[441449.6978, 4646515.318]",0,W LAWRENCE AVE,S,0
2896,2.272727273,0.954545455,B498110,"[441534.2185, 4646515.343]",0,W LAWRENCE AVE,S,0
2897,0.944444444,0.111111111,B498111,"[441633.3779, 4646515.248]",0,W LAWRENCE AVE,S,0
2898,0.473684211,0.210526316,B498112,"[441498.6143, 4646541.023]",0,N ALBANY AVE,W,0
2899,1.896551724,0.862068966,B499101,"[441310.8529, 4645751.824]",0,N KEDZIE AVE,E,0
2900,4.171428571,1.8,B499103,"[441306.0946, 4646058.937]",0,N KEDZIE AVE,E,0
2901,2.846153846,0.538461538,B499105,"[441304.8132, 4646155.438]",0,N KEDZIE AVE,E,0
2902,2.444444444,0.444444444,B499107,"[441300.8564, 4646150.748]",0,N KEDZIE AVE,W,0
2903,3.9,0.866666667,B499108,"[441304.4552, 4645970.397]",0,N KEDZIE AVE,W,0
2904,2.52,0.88,B499110,"[441305.5542, 4645869.957]",0,N KEDZIE AVE,W,0
2905,1.368421053,0.368421053,B499112,"[441304.3255, 4646230.17]",0,N KEDZIE AVE,E,0
2906,1.92,0.72,B500101,"[441196.9203, 4646535.737]",0,N SAWYER AVE,E,0
2907,2.214285714,0.535714286,B500102,"[441193.1825, 4646534.664]",0,N SAWYER AVE,W,0
2908,2.161290323,0.677419355,B500103,"[441139.4706, 4646517.692]",0,W LAWRENCE AVE,N,0
2909,1.888888889,0.333333333,B500104,"[441096.2797, 4646533.857]",0,N SPAULDING AVE,E,0
2910,1.25,0.458333333,B500105,"[441092.3011, 4646536.721]",0,N SPAULDING AVE,W,0
2911,2.785714286,0.714285714,B500106,"[441035.3959, 4646518.329]",0,W LAWRENCE AVE,N,0
2912,2.095238095,0.714285714,B500107,"[440990.4392, 4646541.955]",0,N CHRISTIANA AVE,W,0
2913,2.0,0.428571429,B500109,"[440940.3708, 4646517.457]",0,W LAWRENCE AVE,N,0
2914,2.92,1.24,B500110,"[440891.9502, 4646448.781]",0,N KIMBALL AVE,W,0
2915,1.142857143,0.285714286,B500111,"[440896.4959, 4646402.163]",0,N KIMBALL AVE,E,0
2916,1.875,0.75,B500113,"[441040.2579, 4646514.87]",0,W LAWRENCE AVE,S,0
2917,1.76,0.44,B500114,"[441092.4627, 4646483.699]",0,N SPAULDING AVE,W,0
2918,1.586206897,0.517241379,B500115,"[441096.6222, 4646487.053]",0,N SPAULDING AVE,E,0
2919,3.483870968,0.870967742,B500116,"[441158.0006, 4646514.067]",0,W LAWRENCE AVE,S,0
2920,1.0,0.357142857,B500117,"[441193.6428, 4646490.191]",0,N SAWYER AVE,W,0
2921,1.615384615,0.461538462,B500118,"[441197.6824, 4646486.881]",0,N SAWYER AVE,E,0
2922,0.882352941,0.058823529,B500131,"[440893.4626, 4646545.036]",0,N KIMBALL AVE,E,0
2923,0.944444444,0.444444444,B500132,"[440994.6301, 4646534.034]",0,N CHRISTIANA AVE,E,0
2924,1.782608696,0.304347826,B501101,"[440823.2487, 4646516.485]",0,W LAWRENCE AVE,N,0
2925,1.931034483,0.517241379,B501102,"[440735.6542, 4646515.941]",0,W LAWRENCE AVE,N,0
2926,2.875,0.583333333,B501103,"[440642.7324, 4646515.716]",0,W LAWRENCE AVE,N,0
2927,1.882352941,0.470588235,B501104,"[440584.032, 4646532.79]",0,N DRAKE AVE,W,0
2928,4.4,0.75,B501105,"[440541.632, 4646515.118]",0,W LAWRENCE AVE,N,0
2929,2.666666667,0.611111111,B501106,"[440433.3985, 4646513.534]",0,W LAWRENCE AVE,N,0
2930,3.5,1.125,B501107,"[440430.2157, 4646509.688]",0,W LAWRENCE AVE,S,0
2931,2.807692308,0.384615385,B501108,"[440560.9327, 4646511.424]",0,W LAWRENCE AVE,S,0
2932,1.260869565,0.086956522,B501109,"[440586.2787, 4646478.265]",0,N DRAKE AVE,W,0
2933,0.5,0.090909091,B501110,"[440589.8952, 4646478.785]",0,N DRAKE AVE,E,0
2934,3.25,0.642857143,B501111,"[440631.1275, 4646512.379]",0,W LAWRENCE AVE,S,0
2935,1.7,0.3,B501112,"[440687.704, 4646479.297]",0,N ST LOUIS AVE,W,0
2936,2.6,0.44,B501113,"[440691.2873, 4646481.6]",0,N ST LOUIS AVE,E,0
2937,2.875,0.625,B501114,"[440734.6559, 4646512.088]",0,W LAWRENCE AVE,S,0
2938,1.52173913,0.434782609,B501115,"[440789.4807, 4646481.447]",0,N BERNARD ST,W,0
2939,2.2,0.833333333,B501116,"[440852.2166, 4646512.496]",0,W LAWRENCE AVE,S,0
2940,0.842105263,0.157894737,B501117,"[440793.3789, 4646485.746]",0,N BERNARD ST,E,0
2941,3.375,0.6875,B502101,"[440333.8708, 4646512.647]",0,W LAWRENCE AVE,N,0
2942,1.555555556,0.333333333,B502102,"[440209.2389, 4646512.53]",0,W LAWRENCE AVE,N,0
2943,2.6,0.733333333,B502103,"[440142.2885, 4646512.701]",0,W LAWRENCE AVE,N,0
2944,3.888888889,0.444444444,B502104,"[440022.0478, 4646512.717]",0,W LAWRENCE AVE,N,0
2945,1.647058824,0.529411765,B502106,"[440167.4393, 4646508.513]",0,W LAWRENCE AVE,S,0
2946,2.65,1.2,B502107,"[440337.6461, 4646508.8]",0,W LAWRENCE AVE,S,0
2947,1.555555556,0.666666667,B502108,"[440015.2746, 4646508.627]",0,W LAWRENCE AVE,S,0
2948,2.133333333,0.4,B503101,"[439937.7939, 4646511.764]",0,W LAWRENCE AVE,N,0
2949,3.4375,1.0,B503102,"[439814.6936, 4646509.368]",0,W LAWRENCE AVE,N,0
2950,1.166666667,0.333333333,B503103,"[439724.1395, 4646508.535]",0,W LAWRENCE AVE,N,0
2951,0.916666667,0.083333333,B503104,"[439677.8705, 4646583.299]",0,N PULASKI RD,E,0
2952,4.173913043,0.869565217,B503105,"[439730.6011, 4646504.991]",0,W LAWRENCE AVE,S,0
2953,3.090909091,0.863636364,B503106,"[439826.1797, 4646505.956]",0,W LAWRENCE AVE,S,0
2954,0.941176471,0.176470588,B503107,"[439957.2082, 4646508.119]",0,W LAWRENCE AVE,S,0
2955,0.176470588,0.058823529,B503108,"[439679.4317, 4646476.524]",0,N PULASKI RD,E,0
2956,1.166666667,0.277777778,B503109,"[439675.6769, 4646448.907]",0,N PULASKI RD,W,0
2957,1.357142857,0.571428571,B504101,"[438915.5495, 4646503.614]",0,W LAWRENCE AVE,N,28
2958,3.741935484,1.032258065,B504104,"[438595.9705, 4646567.38]",0,N ELSTON AVE,E,28
2959,0.4375,0.3125,B504105,"[438521.2642, 4646630.04]",0,N ELSTON AVE,E,28
2960,0.5,0.3125,B504106,"[438435.0599, 4646702.518]",0,N ELSTON AVE,E,28
2961,0.357142857,0.071428571,B504107,"[438367.8479, 4646757.807]",0,N ELSTON AVE,E,28
2962,0.142857143,0.0,B504108,"[438437.9449, 4646694.638]",0,N ELSTON AVE,W,28
2963,2.19047619,0.761904762,B504109,"[438502.5041, 4646640.617]",0,N ELSTON AVE,W,28
2964,1.333333333,0.388888889,B504111,"[438612.8707, 4646497.415]",0,W LAWRENCE AVE,S,28
2965,1.210526316,0.684210526,B504114,"[438728.5263, 4646446.677]",0,N ELSTON AVE,W,28
2966,0.764705882,0.176470588,B504115,"[438725.163, 4646455.722]",0,N ELSTON AVE,E,28
2967,0.0,0.0,B504118,"[438918.7427, 4646499.609]",0,W LAWRENCE AVE,S,28
2968,0.214285714,0.0,B504122,"[438680.4398, 4646461.264]",0,N KENNETH AVE,W,28
2969,0.285714286,0.071428571,B504123,"[438751.0194, 4646517.729]",0,N KENNETH AVE,W,28
2970,0.666666667,0.333333333,B504124,"[438646.7886, 4646546.219]",0,W GUNNISON ST,S,28
2971,0.214285714,0.071428571,B504142,"[438684.4291, 4646454.567]",0,N KENNETH AVE,E,28
2972,0.5,0.125,B505102,"[437049.0676, 4646493.545]",0,W LAWRENCE AVE,N,28
2973,2.2,0.75,B505103,"[436857.8904, 4646465.323]",0,W LAWRENCE AVE,N,28
2974,1.076923077,0.423076923,B505104,"[436812.6033, 4646438.939]",0,N LONG AVE,W,28
2975,2.614194299,0.417808036,B505105,"[436861.3693, 4646458.544]",0,W LAWRENCE AVE,S,28
2976,0.791666667,0.291666667,B505106,"[436888.6418, 4646428.168]",0,N LONDON AVE,W,28
2977,0.869565217,0.086956522,B505107,"[436893.386, 4646430.23]",0,N LONDON AVE,E,28
2978,0.260869565,0.086956522,B505109,"[437018.2792, 4646338.192]",0,W GIDDINGS ST,N,28
2979,0.35,0.0,B505111,"[437070.4496, 4646318.727]",0,N MILWAUKEE AVE,W,28
2980,1.571428571,0.678571429,B505112,"[437108.0764, 4646266.386]",0,N MILWAUKEE AVE,E,28
2981,0.0,0.0,B505113,"[437099.7265, 4646367.49]",0,W GIDDINGS ST,S,28
2982,0.086956522,0.043478261,B505114,"[437088.5621, 4646367.438]",0,W GIDDINGS ST,N,28
2983,0.0,0.0,B505116,"[437064.8572, 4646489.368]",0,W LAWRENCE AVE,S,28
2984,0.454545455,0.045454545,B505119,"[437025.151, 4646397.09]",0,N MILWAUKEE AVE,E,28
2985,0.142857143,0.047619048,B505120,"[437021.1043, 4646335.028]",0,W GIDDINGS ST,S,28
2986,0.083333333,0.041666667,B506101,"[437043.6249, 4646558.488]",0,N LIPPS AVE,E,28
2987,3.785714286,0.857142857,B506103,"[436898.8729, 4646657.073]",0,W VETERANS PL,N,28
2988,1.222222222,0.296296296,B506105,"[436802.8741, 4646743.345]",0,N MILWAUKEE AVE,E,28
2989,1.285714286,0.571428571,B506106,"[436795.6734, 4646779.378]",0,W GALE ST,N,28
2990,0.5,0.115384615,B506107,"[436751.8062, 4646818.41]",0,N MILWAUKEE AVE,E,28
2991,0.72,0.4,B506108,"[436452.2474, 4647275.183]",0,N MILWAUKEE AVE,E,28
2992,0.208333333,0.083333333,B506109,"[436449.134, 4647272.355]",0,N MILWAUKEE AVE,W,28
2993,0.96,0.32,B506111,"[436774.9804, 4646473.885]",0,W LAWRENCE AVE,N,28
2994,1.038461538,0.153846154,B506113,"[436730.7438, 4646640.528]",0,W HIGGINS AVE,S,28
2995,1.0,0.642857143,B506115,"[436815.8515, 4646519.365]",0,N LONG AVE,E,28
2996,0.086956522,0.043478261,B506116,"[437036.7147, 4646561.755]",0,N LIPPS AVE,W,28
2997,0.681818182,0.227272727,B506117,"[436816.8265, 4646716.05]",0,N MILWAUKEE AVE,W,28
2998,0.043478261,0.043478261,B506118,"[436826.4457, 4646610.958]",0,W HIGGINS AVE,N,28
2999,0.153846154,0.038461538,B506119,"[437033.7061, 4646625.219]",0,W AINSLIE ST,N,28
3000,0.810810811,0.216216216,B507101,"[432509.0116, 4650324.378]",0,N NORTHWEST HWY,E,27
3001,2.534883721,0.534883721,B507102,"[432443.0031, 4650382.632]",0,N NORTHWEST HWY,E,27
3002,1.725,0.45,B507103,"[432430.7963, 4650429.61]",0,N OLIPHANT AVE,E,27
3003,1.933333333,0.466666667,B507104,"[432427.261, 4650430.868]",0,N OLIPHANT AVE,W,27
3004,4.155555556,1.311111111,B507105,"[432368.9614, 4650446.466]",0,N NORTHWEST HWY,E,27
3005,2.051282051,0.512820513,B507106,"[432351.7761, 4650516.018]",0,N OSHKOSH AVE,E,27
3006,2.045454545,0.363636364,B507107,"[432337.4001, 4650505.794]",0,N OSHKOSH AVE,W,27
3007,4.534883721,1.023255814,B507108,"[432285.3461, 4650444.395]",0,N OSHKOSH AVE,W,27
3008,3.568181818,0.818181818,B507109,"[432276.6164, 4650427.897]",0,N OSHKOSH AVE,E,27
3009,4.928571429,1.0,B507110,"[432355.2229, 4650453.065]",0,N NORTHWEST HWY,W,27
3010,2.680851064,0.70212766,B507111,"[432369.5355, 4650359.126]",0,N OLIPHANT AVE,W,27
3011,2.387755102,0.591836735,B507112,"[432388.5039, 4650376.699]",0,N OLIPHANT AVE,E,27
3012,3.921052632,0.736842105,B507113,"[432450.4584, 4650370.765]",0,N NORTHWEST HWY,W,27
3013,0.891891892,0.297297297,B507114,"[432535.9279, 4650295.17]",0,N NORTHWEST HWY,W,27
3014,5.218181818,1.4,B507115,"[432304.9115, 4650368.875]",0,N OLMSTED AVE,W,27
3015,3.0,0.981818182,B508101,"[436926.8285, 4649767.212]",0,W DEVON AVE,N,18
3016,2.745762712,0.847457627,B508102,"[436830.8955, 4649768.01]",0,W DEVON AVE,N,18
3017,0.608695652,0.282608696,B508103,"[436777.0507, 4649884.449]",0,N CENTRAL AVE,E,18
3018,1.078431373,0.254901961,B508104,"[436775.164, 4649892.637]",0,N CENTRAL AVE,W,18
3019,0.906976744,0.162790698,B508105,"[436735.3052, 4649856.801]",0,N LEOTI AVE,E,18
3020,1.377358491,0.245283019,B508106,"[436737.5779, 4649850.574]",0,N LEOTI AVE,W,18
3021,3.634920635,0.936507937,B508108,"[436679.7244, 4649769.472]",0,W DEVON AVE,N,18
3022,3.073529412,0.779411765,B508109,"[436595.5921, 4649847.825]",0,N KINZUA AVE,E,18
3023,0.238095238,0.023809524,B508111,"[436521.1262, 4649923.165]",0,N LEHIGH AVE,E,18
3024,0.166666667,0.071428571,B508113,"[436540.7251, 4649860.188]",0,N LEHIGH AVE,W,18
3025,0.365853659,0.195121951,B508114,"[436541.4298, 4649770.102]",0,W DEVON AVE,N,18
3026,3.40625,1.046875,B508115,"[436675.8443, 4649755.977]",0,W DEVON AVE,S,18
3027,0.78,0.36,B508116,"[436727.2619, 4649718.953]",0,N CENTRAL AVE,W,18
3028,3.758064516,0.85483871,B508118,"[436803.0555, 4649754.285]",0,W DEVON AVE,S,18
3029,1.775862069,0.482758621,B508119,"[436923.5824, 4649752.493]",0,W DEVON AVE,S,18
3030,0.44,0.18,B508127,"[436727.3618, 4649705.728]",0,N CENTRAL AVE,E,18
3031,0.282608696,0.108695652,B508128,"[436752.5458, 4649811.393]",0,N CENTRAL AVE,W,18
