,Block ID,Cluster ID,Expected Time,Route ID,RouteOrder,block check time,car check time,crossing time,distance,origin_flg,street crossings,ticket writing time,total tickets,travel time
0,starting by termial: LAZ GARAGE,55,0,1,0,0,0,0,0,True,0,0,0,0
1,starting by termial: LAZ GARAGE,55,0,2,0,0,0,0,0,True,0,0,0,0
2,B257418,55,2044,2,1,120,0,120,2418,False,12,0,0,1804
3,B200406,55,2635,2,2,240,2,150,2838,False,15,125,1,2118
4,B200407,55,3163,2,3,360,10,160,2946,False,16,435,3,2198
5,B200401,55,3500,2,4,480,13,170,3082,False,17,537,4,2300
6,B200405,55,4345,2,5,600,29,180,3201,False,18,1147,9,2389
7,B200403,55,4631,2,6,720,33,190,3233,False,19,1276,10,2412
8,B260402,55,5529,2,7,840,39,230,3884,False,23,1522,12,2898
9,starting by termial: LAZ GARAGE,55,0,3,0,0,0,0,0,True,0,0,0,0
10,B907406,55,2015,3,1,120,0,120,2379,False,12,0,0,1775
11,B907412,55,2558,3,2,240,11,130,2387,False,13,396,3,1781
12,B259411,55,2982,3,3,360,16,130,2437,False,13,658,5,1818
13,B259406,55,3199,3,4,480,18,140,2442,False,14,739,6,1822
14,B907405,55,3465,3,5,600,22,150,2530,False,15,806,6,1887
15,starting by termial: LAZ GARAGE,55,0,4,0,0,0,0,0,True,0,0,0,0
16,B260401,55,2000,4,1,120,0,120,2358,False,12,0,0,1760
17,B257406,55,2452,4,2,240,9,120,2440,False,12,262,2,1821
18,B260414,55,2840,4,3,360,13,130,2616,False,13,385,3,1952
19,B260415,55,3494,4,4,480,28,130,2669,False,13,865,7,1991
20,B200415,55,4521,4,5,600,60,140,3065,False,14,1435,11,2286
21,B200414,55,4714,4,6,720,60,150,3105,False,15,1468,12,2316
22,starting by termial: LAZ GARAGE,55,0,5,0,0,0,0,0,True,0,0,0,0
23,B385404,55,1968,5,1,120,0,110,2329,False,11,0,0,1738
24,B385409,55,2460,5,2,240,11,120,2361,False,12,327,2,1762
25,B200413,55,3208,5,3,360,31,120,2519,False,12,817,6,1880
26,B200412,55,3600,5,4,480,42,130,2523,False,13,1065,8,1883
27,B200411,55,4123,5,5,600,56,140,2599,False,14,1387,11,1940
28,B200408,55,4875,5,6,720,76,140,2700,False,14,1924,16,2015
29,B200409,55,5311,5,7,840,81,150,2841,False,15,2120,17,2120
30,starting by termial: LAZ GARAGE,55,0,6,0,0,0,0,0,True,0,0,0,0
31,B263413,55,1899,6,1,120,0,120,2223,False,12,0,0,1659
32,B386411,55,2614,6,2,240,7,120,2367,False,12,480,4,1767
33,B386405,55,3008,6,3,360,12,130,2370,False,13,737,6,1769
34,B386404,55,3559,6,4,480,20,130,2468,False,13,1087,9,1842
35,B386412,55,3881,6,5,600,27,140,2471,False,14,1270,10,1844
36,B386413,55,4225,6,6,720,37,150,2520,False,15,1437,11,1881
37,B386403,55,4427,6,7,840,38,150,2582,False,15,1472,12,1927
38,B262406,55,4671,6,8,960,39,150,2708,False,15,1501,12,2021
39,B386401,55,5303,6,9,1080,51,160,2982,False,16,1787,14,2225
40,B386402,55,5590,6,10,1200,60,170,2986,False,17,1932,16,2228
41,starting by termial: LAZ GARAGE,55,0,7,0,0,0,0,0,True,0,0,0,0
42,B241411,55,1812,7,1,120,0,100,2134,False,10,0,0,1592
43,B815910,55,2108,7,2,240,4,100,2226,False,10,104,0,1660
44,B241406,55,2265,7,3,360,6,110,2235,False,11,122,1,1667
45,B203405,55,2528,7,4,480,8,110,2322,False,11,198,1,1732
46,B237410,55,2811,7,5,600,9,120,2412,False,12,283,2,1799
47,B241401,55,3321,7,6,720,10,130,2841,False,13,342,2,2119
48,B241412,55,3531,7,7,840,11,140,2867,False,14,402,3,2138
49,B240403,55,3925,7,8,960,14,150,3057,False,15,521,4,2280
50,B240402,55,4079,7,9,1080,14,160,3064,False,16,540,4,2285
51,B356405,55,4367,7,10,1200,17,170,3161,False,17,623,5,2357
52,B356407,55,5200,7,11,1320,44,180,3297,False,18,1198,9,2458
53,starting by termial: LAZ GARAGE,55,0,8,0,0,0,0,0,True,0,0,0,0
54,B386408,55,1761,8,1,120,0,100,2065,False,10,0,0,1541
55,B386407,55,2359,8,2,240,6,110,2077,False,11,453,3,1550
56,B386406,55,3273,8,3,360,19,120,2241,False,12,1102,9,1672
57,B386410,55,3749,8,4,480,26,130,2249,False,13,1435,11,1678
58,B262403,55,4202,8,5,600,30,140,2329,False,14,1695,14,1737
59,B907407,55,4796,8,6,720,44,150,2418,False,15,2079,17,1803
60,B907413,55,5621,8,7,840,52,160,2534,False,16,2680,22,1889
61,starting by termial: LAZ GARAGE,55,0,9,0,0,0,0,0,True,0,0,0,0
62,B240409,55,1767,9,1,120,0,110,2060,False,11,0,0,1537
63,B240414,55,2321,9,2,240,12,120,2066,False,12,408,3,1541
64,B240415,55,3243,9,3,360,36,120,2143,False,12,1128,9,1599
65,B240404,55,3527,9,4,480,39,130,2150,False,13,1274,10,1604
66,B241407,55,3903,9,5,600,41,140,2322,False,14,1390,11,1732
67,B815912,55,4199,9,6,720,46,140,2347,False,14,1543,12,1750
68,B241405,55,4654,9,7,840,55,150,2352,False,15,1856,15,1753
69,B241404,55,4918,9,8,960,58,150,2424,False,15,1943,16,1807
70,B241402,55,5302,9,9,1080,66,160,2446,False,16,2172,18,1824
71,B241413,55,5673,9,10,1200,71,170,2543,False,17,2336,19,1896
72,starting by termial: LAZ GARAGE,55,0,10,0,0,0,0,0,True,0,0,0,0
73,B240408,55,1752,10,1,120,0,100,2054,False,10,0,0,1532
74,B239403,55,2088,10,2,240,3,110,2128,False,11,148,1,1587
75,B239402,55,2657,10,3,360,13,120,2147,False,12,563,4,1601
76,B240405,55,3079,10,4,480,17,130,2238,False,13,783,6,1669
77,B240418,55,3572,10,5,600,26,130,2325,False,13,1082,9,1734
78,B240420,55,3844,10,6,720,28,140,2330,False,14,1219,10,1737
79,B241409,55,4339,10,7,840,37,140,2402,False,14,1532,12,1790
80,B241410,55,4656,10,8,960,40,150,2407,False,15,1713,14,1793
81,B815913,55,4889,10,9,1080,42,160,2447,False,16,1784,14,1823
82,B240401,55,5372,10,10,1200,51,170,2489,False,17,2097,17,1854
83,B815908,55,5745,10,11,1320,56,170,2589,False,17,2270,18,1929
84,starting by termial: LAZ GARAGE,55,0,11,0,0,0,0,0,True,0,0,0,0
85,B239408,55,1710,11,1,120,0,100,1997,False,10,0,0,1490
86,B239409,55,2256,11,2,240,12,100,2079,False,10,353,2,1551
87,B239410,55,2707,11,3,360,19,110,2143,False,11,619,5,1599
88,B815902,55,3376,11,4,480,37,120,2244,False,12,1064,8,1675
89,B356403,55,3536,11,5,600,39,130,2271,False,13,1072,8,1695
90,B815901,55,4418,11,6,720,58,130,2344,False,13,1760,14,1750
91,B611401,55,4936,11,7,840,67,140,2432,False,14,2073,17,1816
92,starting by termial: LAZ GARAGE,55,0,12,0,0,0,0,0,True,0,0,0,0
93,B257410,55,1698,12,1,120,0,100,1981,False,10,0,0,1478
94,B257409,55,2251,12,2,240,19,100,2071,False,10,347,2,1545
95,B257404,55,2672,12,3,360,30,110,2083,False,11,618,5,1554
96,B823901,55,3124,12,4,480,39,120,2194,False,12,848,7,1637
97,B261401,55,3607,12,5,600,48,130,2236,False,13,1161,9,1668
98,B261402,55,4095,12,6,720,56,130,2324,False,13,1455,12,1734
99,B261409,55,4647,12,7,840,66,130,2420,False,13,1806,15,1805
100,B257408,55,5138,12,8,960,72,140,2547,False,14,2066,17,1900
101,starting by termial: LAZ GARAGE,55,0,13,0,0,0,0,0,True,0,0,0,0
102,B385406,55,1660,13,1,120,0,90,1943,False,9,0,0,1450
103,B385401,55,2321,13,2,240,11,100,1948,False,10,516,4,1454
104,B385407,55,2877,13,3,360,20,110,2087,False,11,829,6,1558
105,B385402,55,3410,13,4,480,29,120,2097,False,12,1216,10,1565
106,B385403,55,4103,13,5,600,43,120,2218,False,12,1685,14,1655
107,B385408,55,4590,13,6,720,56,130,2232,False,13,2019,16,1665
108,B257407,55,5039,13,7,840,64,140,2322,False,14,2263,18,1732
109,B257405,55,5393,13,8,960,73,150,2327,False,15,2474,20,1736
110,B261406,55,5890,13,9,1080,76,160,2561,False,16,2663,22,1911
111,starting by termial: LAZ GARAGE,55,0,14,0,0,0,0,0,True,0,0,0,0
112,B905409,55,1665,14,1,120,0,100,1936,False,10,0,0,1445
113,B905408,55,2074,14,2,240,5,100,2030,False,10,214,1,1515
114,B260405,55,2498,14,3,360,10,110,2134,False,11,426,3,1592
115,B260408,55,3002,14,4,480,23,120,2157,False,12,770,6,1609
116,B260407,55,3468,14,5,600,28,130,2262,False,13,1023,8,1687
117,B260406,55,4373,14,6,720,47,130,2417,False,13,1674,13,1802
118,B824901,55,4701,14,7,840,50,140,2499,False,14,1808,15,1863
119,B260412,55,5151,14,8,960,59,140,2510,False,14,2121,17,1871
120,B260413,55,5511,14,9,1080,64,150,2537,False,15,2326,19,1891
121,B261408,55,5845,14,10,1200,70,150,2635,False,15,2461,20,1964
122,starting by termial: LAZ GARAGE,55,0,15,0,0,0,0,0,True,0,0,0,0
123,B825901,55,1544,15,1,120,0,90,1787,False,9,0,0,1334
124,B263403,55,1807,15,2,240,0,100,1965,False,10,0,0,1467
125,B263401,55,2683,15,3,360,8,110,2064,False,11,664,5,1541
126,B262402,55,3351,15,4,480,20,120,2200,False,12,1089,9,1642
127,B259403,55,3868,15,5,600,20,120,2250,False,12,1449,12,1679
128,B259404,55,4135,15,6,720,22,130,2279,False,13,1562,13,1701
129,B259408,55,4488,15,7,840,23,140,2383,False,14,1707,14,1778
130,B259409,55,4777,15,8,960,27,140,2462,False,14,1813,15,1837
131,B290402,55,5321,15,9,1080,38,150,2546,False,15,2153,17,1900
132,starting by termial: LAZ GARAGE,55,0,16,0,0,0,0,0,True,0,0,0,0
133,B261411,55,1473,16,1,120,0,90,1692,False,9,0,0,1263
134,B261410,55,1957,16,2,240,9,100,1709,False,10,332,2,1276
135,B385405,55,2548,16,3,360,18,100,1864,False,10,678,5,1392
136,B259401,55,3359,16,4,480,40,110,1977,False,11,1253,10,1476
137,B262401,55,3717,16,5,600,44,110,2077,False,11,1413,11,1550
138,B260410,55,4332,16,6,720,53,120,2295,False,12,1726,14,1713
139,B259402,55,4891,16,7,840,62,130,2384,False,13,2080,17,1779
140,B259410,55,5447,16,8,960,76,140,2411,False,14,2472,20,1799
141,B905416,55,5969,16,9,1080,78,150,2668,False,15,2670,22,1991
142,starting by termial: LAZ GARAGE,55,0,17,0,0,0,0,0,True,0,0,0,0
143,B330411,55,1450,17,1,120,0,80,1675,False,8,0,0,1250
144,B829902,55,1880,17,2,240,8,90,1692,False,9,279,2,1263
145,B328401,55,2448,17,3,360,17,100,1847,False,10,592,4,1379
146,B330401,55,3021,17,4,480,21,120,2248,False,12,722,6,1678
147,B514504,55,4828,17,5,600,31,200,3930,False,20,1064,8,2933
148,B528508,55,5469,17,6,720,44,210,4012,False,21,1501,12,2994
149,B527511,55,5940,17,7,840,47,220,4234,False,22,1673,13,3160
150,starting by termial: LAZ GARAGE,55,0,18,0,0,0,0,0,True,0,0,0,0
151,B232407,55,1437,18,1,120,0,80,1657,False,8,0,0,1237
152,B231411,55,1927,18,2,240,6,90,1675,False,9,340,2,1251
153,B238406,55,2680,18,3,360,13,110,2035,False,11,677,5,1520
154,B238408,55,3148,18,4,480,21,110,2114,False,11,958,7,1579
155,B238413,55,3858,18,5,600,36,120,2117,False,12,1521,12,1581
156,B815904,55,4347,18,6,720,42,130,2215,False,13,1801,15,1654
157,B239401,55,4664,18,7,840,42,140,2433,False,14,1825,15,1817
158,B815906,55,5278,18,8,960,51,150,2477,False,15,2267,18,1850
159,B239404,55,5450,18,9,1080,52,160,2522,False,16,2275,18,1883
160,B815903,55,5940,18,10,1200,59,170,2554,False,17,2604,21,1907
161,starting by termial: LAZ GARAGE,55,0,19,0,0,0,0,0,True,0,0,0,0
162,B330402,55,1432,19,1,120,0,80,1651,False,8,0,0,1232
163,B330403,55,1770,19,2,240,3,90,1674,False,9,188,1,1249
164,B330413,55,2220,19,3,360,7,100,1792,False,10,416,3,1337
165,B330410,55,2664,19,4,480,14,110,1819,False,11,703,5,1357
166,B343401,55,3164,19,5,600,25,120,1917,False,12,989,8,1430
167,B343406,55,3442,19,6,720,30,130,1971,False,13,1092,9,1470
168,B343408,55,4004,19,7,840,43,140,2056,False,14,1448,12,1533
169,B343402,55,4588,19,8,960,53,150,2083,False,15,1872,15,1553
170,B343403,55,4890,19,9,1080,55,150,2152,False,15,2001,16,1604
171,B343404,55,5226,19,10,1200,58,160,2312,False,16,2085,17,1723
172,B330405,55,5494,19,11,1320,60,160,2419,False,16,2151,17,1803
173,B330404,55,5736,19,12,1440,64,170,2425,False,17,2255,18,1807
174,B330412,55,6190,19,13,1560,67,180,2686,False,18,2381,19,2002
175,starting by termial: LAZ GARAGE,55,0,20,0,0,0,0,0,True,0,0,0,0
176,B801906,55,1388,20,1,120,0,80,1592,False,8,0,0,1188
177,B239407,55,2068,20,2,240,9,100,1884,False,10,313,2,1406
178,B230406,55,3124,20,3,360,30,100,1963,False,10,1169,9,1465
179,B240412,55,3636,20,4,480,40,100,2009,False,10,1517,12,1499
180,B240411,55,4079,20,5,600,47,110,2034,False,11,1804,15,1518
181,B240413,55,4398,20,6,720,50,120,2100,False,12,1941,16,1567
182,B240410,55,4805,20,7,840,57,130,2108,False,13,2205,18,1573
183,B240419,55,5226,20,8,960,63,130,2191,False,13,2438,20,1635
184,B240417,55,5475,20,9,1080,66,140,2218,False,14,2534,21,1655
185,B815907,55,5732,20,10,1200,68,150,2231,False,15,2650,22,1664
186,starting by termial: LAZ GARAGE,55,0,21,0,0,0,0,0,True,0,0,0,0
187,B824902,55,1381,21,1,120,0,80,1583,False,8,0,0,1181
188,B257401,55,1912,21,2,240,9,80,1703,False,8,313,2,1270
189,B257402,55,2448,21,3,360,18,80,1829,False,8,626,5,1364
190,B257417,55,2958,21,4,480,25,90,1837,False,9,993,8,1370
191,B261405,55,3590,21,5,600,36,90,1978,False,9,1389,11,1475
192,B261404,55,3936,21,6,720,39,100,2041,False,10,1555,12,1522
193,B261403,55,4358,21,7,840,44,110,2118,False,11,1785,14,1579
194,B260404,55,5098,21,8,960,61,110,2219,False,11,2313,19,1654
195,B260403,55,5563,21,9,1080,70,120,2250,False,12,2616,21,1677
196,starting by termial: LAZ GARAGE,55,0,22,0,0,0,0,0,True,0,0,0,0
197,B204401,55,1328,22,1,120,0,70,1524,False,7,0,0,1138
198,B204403,55,2098,22,2,240,16,80,1590,False,8,575,4,1187
199,B232405,55,3596,22,3,360,26,150,2854,False,15,930,7,2130
200,B232406,55,3914,22,4,480,29,150,2921,False,15,1075,8,2180
201,B232410,55,4458,22,5,600,35,160,2962,False,16,1452,12,2211
202,B238401,55,4718,22,6,720,35,170,3039,False,17,1525,12,2268
203,B238402,55,5237,22,7,840,41,180,3056,False,18,1896,15,2280
204,B237408,55,5677,22,8,960,43,180,3238,False,18,2078,17,2416
205,B237409,55,5904,22,9,1080,43,190,3268,False,19,2153,17,2438
206,B815911,55,6317,22,10,1200,44,210,3561,False,21,2206,18,2657
207,starting by termial: LAZ GARAGE,55,0,23,0,0,0,0,0,True,0,0,0,0
208,B230407,55,1316,23,1,120,0,70,1509,False,7,0,0,1126
209,B230410,55,1549,23,2,240,2,80,1523,False,8,90,0,1137
210,B230401,55,2019,23,3,360,8,90,1628,False,9,345,2,1216
211,B238414,55,2582,23,4,480,18,90,1715,False,9,713,5,1281
212,B238412,55,3406,23,5,600,35,100,1813,False,10,1317,10,1354
213,B815905,55,3981,23,6,720,42,100,1911,False,10,1692,14,1427
214,B815909,55,4134,23,7,840,42,110,1935,False,11,1698,14,1444
215,B238405,55,4332,23,8,960,43,120,2011,False,12,1708,14,1501
216,B238411,55,4640,23,9,1080,48,130,2027,False,13,1869,15,1513
217,B238410,55,5067,23,10,1200,57,130,2113,False,13,2103,17,1577
218,B238404,55,5584,23,11,1320,64,140,2142,False,14,2462,20,1598
219,B241414,55,6011,23,12,1440,71,140,2202,False,14,2717,22,1643
220,starting by termial: LAZ GARAGE,55,0,24,0,0,0,0,0,True,0,0,0,0
221,B828906,55,1264,24,1,120,0,70,1439,False,7,0,0,1074
222,B201409,55,1723,24,2,240,9,70,1461,False,7,313,2,1091
223,B828901,55,2142,24,3,360,16,70,1506,False,7,571,4,1125
224,B201410,55,2585,24,4,480,25,70,1508,False,7,884,7,1126
225,B828905,55,3007,24,5,600,30,70,1558,False,7,1144,9,1163
226,B828904,55,3461,24,6,720,39,80,1561,False,8,1457,12,1165
227,B828902,55,3780,24,7,840,41,90,1799,False,9,1466,12,1343
228,B329401,55,3965,24,8,960,41,90,1806,False,9,1526,12,1348
229,B329407,55,4654,24,9,1080,64,100,1825,False,10,2048,17,1362
230,B201402,55,5173,24,10,1200,76,110,1974,False,11,2314,19,1473
231,B328403,55,6135,24,11,1320,104,140,2481,False,14,2720,22,1851
232,starting by termial: LAZ GARAGE,55,0,25,0,0,0,0,0,True,0,0,0,0
233,B230411,55,1187,25,1,120,0,60,1350,False,6,0,0,1007
234,B230408,55,1567,25,2,240,4,70,1492,False,7,140,1,1113
235,B230412,55,1977,25,3,360,10,80,1512,False,8,399,3,1128
236,B231409,55,2528,25,4,480,19,90,1615,False,9,734,6,1205
237,B230409,55,2768,25,5,600,20,100,1715,False,10,768,6,1280
238,B811903,55,3315,25,6,720,28,100,1720,False,10,1183,9,1284
239,B230402,55,3453,25,7,840,29,110,1723,False,11,1188,9,1286
240,B231410,55,3769,25,8,960,32,120,1793,False,12,1319,10,1338
241,B231416,55,4054,25,9,1080,34,130,1810,False,13,1459,12,1351
242,B231406,55,4306,25,10,1200,34,140,1881,False,14,1528,12,1404
243,B238409,55,4819,25,11,1320,40,140,1952,False,14,1862,15,1457
244,B238415,55,5383,25,12,1440,48,150,2014,False,15,2242,18,1503
245,B238403,55,5614,25,13,1560,49,160,2056,False,16,2311,19,1534
246,B811901,55,6101,25,14,1680,53,170,2153,False,17,2592,21,1606
247,B811904,55,6413,25,15,1800,55,180,2369,False,18,2611,21,1767
248,starting by termial: LAZ GARAGE,55,0,26,0,0,0,0,0,True,0,0,0,0
249,B230404,55,1133,26,1,120,0,60,1277,False,6,0,0,953
250,B230405,55,1617,26,2,240,7,70,1286,False,7,341,2,959
251,B230403,55,2147,26,3,360,16,70,1369,False,7,680,5,1021
252,B231408,55,2605,26,4,480,22,80,1483,False,8,917,7,1106
253,B231407,55,3082,26,5,600,28,90,1586,False,9,1181,9,1183
254,B231412,55,3803,26,6,720,37,100,1627,False,10,1733,14,1213
255,B231413,55,4076,26,7,840,38,100,1682,False,10,1844,15,1254
256,B231414,55,4472,26,8,960,44,110,1699,False,11,2092,17,1266
257,B232412,55,4876,26,9,1080,47,120,1776,False,12,2306,19,1323
258,B232411,55,5274,26,10,1200,50,130,1889,False,13,2487,20,1407
259,B232408,55,5845,26,11,1320,56,130,2046,False,13,2815,23,1524
260,starting by termial: LAZ GARAGE,55,0,27,0,0,0,0,0,True,0,0,0,0
261,B909402,55,1099,27,1,120,0,50,1245,False,5,0,0,929
262,B909401,55,1486,27,2,240,4,60,1259,False,6,243,2,939
263,B328407,55,2216,27,3,360,10,70,1560,False,7,613,5,1163
264,B829901,55,2381,27,4,480,10,70,1571,False,7,650,5,1171
265,B328402,55,2513,27,5,600,10,80,1574,False,8,650,5,1173
266,B329412,55,3044,27,6,720,19,90,1680,False,9,963,8,1252
267,B329406,55,3305,27,7,840,22,100,1732,False,10,1053,8,1290
268,B329414,55,3583,27,8,960,24,110,1769,False,11,1171,9,1318
269,B329415,55,3858,27,9,1080,27,110,1838,False,11,1272,10,1369
270,B329409,55,4071,27,10,1200,28,120,1880,False,12,1322,11,1401
271,B201407,55,4807,27,11,1320,43,120,1945,False,12,1875,15,1449
272,B329408,55,5491,27,12,1440,53,130,2049,False,13,2342,19,1526
273,B329402,55,5799,27,13,1560,56,140,2058,False,14,2510,20,1533
274,B828903,55,6403,27,14,1680,63,150,2279,False,15,2812,23,1698
275,starting by termial: LAZ GARAGE,55,0,28,0,0,0,0,0,True,0,0,0,0
276,B229404,55,1045,28,1,120,0,50,1172,False,5,0,0,875
277,B229401,55,1589,28,2,240,9,60,1227,False,6,364,3,916
278,B229402,55,2088,28,3,360,16,60,1317,False,6,669,5,983
279,B229403,55,2865,28,4,480,28,70,1326,False,7,1298,10,989
280,B335402,55,3400,28,5,600,36,80,1402,False,8,1638,13,1046
281,B335404,55,3686,28,6,720,39,90,1410,False,9,1785,14,1052
282,B231401,55,4563,28,7,840,55,100,1514,False,10,2439,20,1129
283,B231415,55,4988,28,8,960,61,110,1535,False,11,2713,22,1144
284,B231402,55,5272,28,9,1080,63,120,1588,False,12,2826,23,1183
285,B231403,55,5664,28,10,1200,68,130,1591,False,13,3081,25,1185
286,B231404,55,6215,28,11,1320,75,130,1672,False,13,3445,28,1245
287,starting by termial: LAZ GARAGE,55,0,29,0,0,0,0,0,True,0,0,0,0
288,B228410,55,1025,29,1,120,0,50,1146,False,5,0,0,855
289,B210401,55,1388,29,2,240,3,50,1293,False,5,131,1,964
290,B228401,55,1925,29,3,360,15,60,1454,False,6,406,3,1084
291,B228402,55,2279,29,4,480,18,70,1466,False,7,618,5,1093
292,B203401,55,3302,29,5,600,31,90,1741,False,9,1283,10,1298
293,B203402,55,3627,29,6,720,32,90,1908,False,9,1363,11,1422
294,B203403,55,3964,29,7,840,35,90,1948,False,9,1547,12,1452
295,B232401,55,4289,29,8,960,38,90,2059,False,9,1666,13,1535
296,B232404,55,4640,29,9,1080,41,100,2107,False,10,1848,15,1571
297,B232403,55,5184,29,10,1200,52,110,2186,False,11,2192,18,1630
298,B232402,55,5575,29,11,1320,56,120,2273,False,12,2384,19,1695
299,B203404,55,6008,29,12,1440,60,120,2370,False,12,2621,21,1767
300,B811906,55,6685,29,13,1560,60,150,2930,False,15,2730,22,2185
301,starting by termial: LAZ GARAGE,55,0,30,0,0,0,0,0,True,0,0,0,0
302,B527521,55,1006,30,1,120,0,50,1121,False,5,0,0,836
303,B517504,55,1446,30,2,240,1,50,1345,False,5,152,1,1003
304,B527502,55,2101,30,3,360,1,60,1566,False,6,512,4,1168
305,B527503,55,2479,30,4,480,6,70,1633,False,7,705,5,1218
306,B528503,55,2931,30,5,600,18,80,1735,False,8,939,7,1294
307,B527505,55,3192,30,6,720,19,90,1765,False,9,1047,8,1316
308,B517501,55,3937,30,7,840,29,100,2027,False,10,1456,12,1512
309,B801907,55,4133,30,8,960,30,100,2028,False,10,1531,12,1512
310,B517511,55,4337,30,9,1080,30,110,2128,False,11,1531,12,1586
311,B527525,55,4525,30,10,1200,30,120,2158,False,12,1567,13,1608
312,B801911,55,4969,30,11,1320,39,120,2161,False,12,1880,15,1610
