,Block ID,Cluster ID,Expected Time,Route ID,RouteOrder,block check time,car check time,crossing time,distance,origin_flg,street crossings,ticket writing time,total tickets,travel time
0,starting by termial: L107802,0,0,1,0,0,0,0,0,True,0,0,0,0
1,B450105,0,1179,1,1,120,0,360,937,False,6,0,0,699
2,B450107,0,1649,1,2,240,120,420,970,False,7,146,1,723
3,B450103,0,2116,1,3,360,151,540,1195,False,9,174,1,891
4,B450109,0,2403,1,4,480,225,540,1239,False,9,234,1,924
5,B450111,0,2788,1,5,600,270,600,1382,False,10,287,2,1031
6,B450101,0,3057,1,6,720,278,660,1473,False,11,300,2,1099
7,B464107,0,4192,1,7,840,335,900,2363,False,15,354,2,1763
8,B608101,0,5017,1,8,960,471,1020,2780,False,17,492,4,2074
9,B464101,0,5889,1,9,1080,581,1200,3196,False,20,644,5,2384
10,B464102,0,6381,1,10,1200,636,1320,3353,False,22,724,6,2501
11,starting by termial: L107802,0,0,2,0,0,0,0,0,True,0,0,0,0
12,B491124,0,934,2,1,120,0,240,770,False,4,0,0,574
13,B491128,0,1420,2,2,240,84,300,975,False,5,69,0,727
14,B491137,0,1841,2,3,360,174,300,1074,False,5,206,1,801
15,B491101,0,2034,2,4,480,185,300,1158,False,5,206,1,863
16,B491140,0,2377,2,5,600,247,360,1172,False,6,296,2,874
17,B491121,0,2749,2,6,720,266,480,1307,False,8,309,2,974
18,B491120,0,3006,2,7,840,293,540,1313,False,9,355,2,978
19,B492112,0,3738,2,8,960,299,780,1792,False,13,364,3,1335
20,B492101,0,4047,2,9,1080,305,840,1924,False,14,388,3,1434
21,B492102,0,4366,2,10,1200,341,840,2055,False,14,453,3,1532
22,B492110,0,4681,2,11,1320,426,900,2062,False,15,498,4,1537
23,B492111,0,4943,2,12,1440,449,900,2161,False,15,543,4,1611
24,B450113,0,5612,2,13,1560,485,1020,2608,False,17,603,5,1944
25,starting by termial: L107802,0,0,3,0,0,0,0,0,True,0,0,0,0
26,B467101,0,242,3,1,120,0,0,164,False,0,0,0,122
27,B920101,0,785,3,2,240,81,60,405,False,1,102,0,302
28,B920102,0,1128,3,3,360,117,120,508,False,2,152,1,379
29,B920110,0,1467,3,4,480,170,180,588,False,3,198,1,439
30,B920103,0,1965,3,5,600,283,240,669,False,4,343,2,499
31,B920109,0,2277,3,6,720,344,300,724,False,5,373,3,540
32,B468118,0,2811,3,7,840,424,420,863,False,7,484,4,643
33,B468101,0,3104,3,8,960,462,480,879,False,8,547,4,655
34,B920105,0,3416,3,9,1080,524,480,963,False,8,614,5,718
35,B920106,0,3742,3,10,1200,607,480,1054,False,8,669,5,786
36,B920107,0,4255,3,11,1320,751,540,1078,False,9,840,7,804
37,B467123,0,5172,3,12,1440,884,720,1516,False,12,997,8,1131
38,B467105,0,5440,3,13,1560,914,780,1568,False,13,1016,8,1170
39,B467108,0,5764,3,14,1680,987,840,1618,False,14,1049,8,1208
40,B467109,0,6160,3,15,1800,1055,900,1761,False,15,1090,9,1315
41,B467112,0,6426,3,16,1920,1117,900,1831,False,15,1122,9,1367
42,B467114,0,6823,3,17,2040,1160,960,2017,False,16,1157,9,1506
43,starting by termial: L107802,0,0,4,0,0,0,0,0,True,0,0,0,0
44,L107802,0,120,4,1,120,0,0,0,False,0,0,0,0
45,B466108,0,830,4,2,240,166,180,204,False,3,92,0,152
46,B466104,0,1142,4,3,360,219,180,298,False,3,161,1,222
47,B466103,0,1441,4,4,480,258,240,310,False,4,232,1,231
48,B466101,0,1766,4,5,600,290,240,437,False,4,310,2,326
49,B465103,0,2361,4,6,720,362,360,662,False,6,425,3,494
50,B465108,0,2652,4,7,840,405,420,677,False,7,482,4,505
51,B464104,0,3137,4,8,960,448,540,861,False,9,547,4,642
52,B464103,0,3621,4,9,1080,523,600,996,False,10,675,5,743
53,B465109,0,4065,4,10,1200,567,660,1192,False,11,749,6,889
54,B465113,0,4293,4,11,1320,597,660,1248,False,11,785,6,931
55,B465112,0,4594,4,12,1440,638,660,1366,False,11,837,6,1019
56,B465114,0,4876,4,13,1560,678,720,1427,False,12,854,7,1064
57,B465111,0,5144,4,14,1680,703,780,1484,False,13,874,7,1107
58,B465110,0,5420,4,15,1800,731,840,1511,False,14,922,7,1127
59,starting by termial: L107802,0,0,5,0,0,0,0,0,True,0,0,0,0
60,B467102,0,298,5,1,120,0,60,158,False,1,0,0,118
61,B467124,0,825,5,2,240,174,120,200,False,2,141,1,150
62,B467115,0,1110,5,3,360,207,180,216,False,3,201,1,162
63,B467113,0,1509,5,4,480,246,240,353,False,4,279,2,264
64,B467111,0,1948,5,5,600,295,360,492,False,6,325,2,368
65,B467110,0,2212,5,6,720,329,420,497,False,7,371,3,372
66,B467104,0,2459,5,7,840,352,480,533,False,8,388,3,399
67,B468110,0,2879,5,8,960,483,480,636,False,8,480,4,476
68,B468108,0,3242,5,9,1080,577,540,732,False,9,497,4,548
69,B468107,0,3552,5,10,1200,650,540,798,False,9,565,4,597
70,B468104,0,3889,5,11,1320,687,600,919,False,10,595,4,687
71,B468102,0,4299,5,12,1440,742,660,992,False,11,715,5,742
72,B468117,0,4665,5,13,1560,824,720,999,False,12,814,6,747
73,B468116,0,4915,5,14,1680,880,720,1059,False,12,844,7,791
74,B468115,0,5191,5,15,1800,906,780,1072,False,13,904,7,801
75,B468114,0,5402,5,16,1920,921,780,1174,False,13,904,7,877
76,B468105,0,5723,5,17,2040,979,840,1205,False,14,964,8,900
77,B468113,0,6092,5,18,2160,1056,900,1249,False,15,1044,8,932
78,starting by termial: L107802,0,0,6,0,0,0,0,0,True,0,0,0,0
79,B467120,0,327,6,1,120,0,60,198,False,1,0,0,147
80,B467121,0,687,6,2,240,57,60,293,False,1,112,0,218
81,B465107,0,1499,6,3,360,138,240,691,False,4,246,2,515
82,B465104,0,1705,6,4,480,150,300,710,False,5,246,2,529
83,B921101,0,2110,6,5,600,200,360,832,False,6,330,2,620
84,B921110,0,2433,6,6,720,262,360,879,False,6,436,3,655
85,B465105,0,2916,6,7,840,294,420,1162,False,7,496,4,866
86,B465106,0,3291,6,8,960,360,480,1215,False,8,586,4,905
87,B921102,0,3821,6,9,1080,457,480,1398,False,8,762,6,1042
88,B921103,0,4079,6,10,1200,496,480,1470,False,8,807,6,1096
89,B921108,0,4354,6,11,1320,549,540,1474,False,9,846,7,1099
90,B921106,0,4691,6,12,1440,619,540,1572,False,9,920,7,1172
91,B921104,0,5135,6,13,1560,737,600,1598,False,10,1047,8,1191
92,B921105,0,5519,6,14,1680,825,600,1691,False,10,1154,9,1260
93,B467119,0,6159,6,15,1800,898,720,2009,False,12,1244,10,1497
94,starting by termial: B282614,1,0,7,0,0,0,0,0,True,0,0,0,0
95,B282615,1,188,7,1,120,0,0,91,False,0,0,0,68
96,B283601,1,738,7,2,240,154,60,115,False,1,198,1,86
97,B283603,1,1172,7,3,360,266,120,184,False,2,289,2,137
98,starting by termial: B282614,1,0,8,0,0,0,0,0,True,0,0,0,0
99,B282618,1,183,8,1,120,0,60,4,False,1,0,0,3
100,B282610,1,667,8,2,240,15,240,211,False,4,15,0,157
101,B639707,1,2587,8,3,360,33,780,1840,False,13,41,0,1373
102,B639710,1,2910,8,4,480,94,840,1850,False,14,115,0,1381
103,B639708,1,3283,8,5,600,155,900,1939,False,15,181,1,1447
104,B639701,1,3660,8,6,720,231,900,2032,False,15,293,2,1516
105,B639702,1,4140,8,7,840,316,960,2134,False,16,432,3,1592
106,B639705,1,4443,8,8,960,335,1020,2215,False,17,476,3,1652
107,B639703,1,4764,8,9,1080,352,1080,2324,False,18,518,4,1734
108,B282607,1,6752,8,10,1200,398,1560,3999,False,26,610,5,2984
109,B282606,1,7022,8,11,1320,428,1620,4020,False,27,655,5,2999
110,starting by termial: B282614,1,0,9,0,0,0,0,0,True,0,0,0,0
111,B284708,1,686,9,1,120,0,240,437,False,4,0,0,326
112,B284715,1,956,9,2,240,0,240,638,False,4,0,0,476
113,B284714,1,1863,9,3,360,5,420,1444,False,7,0,0,1078
114,B615706,1,3822,9,4,480,30,1080,2964,False,18,20,0,2212
115,B615710,1,4200,9,5,600,80,1080,3155,False,18,86,0,2354
116,B615709,1,4562,9,6,720,141,1140,3202,False,19,172,1,2389
117,B615705,1,5112,9,7,840,196,1200,3463,False,20,292,2,2584
118,B639709,1,5345,9,8,960,221,1200,3568,False,20,302,2,2662
119,B282617,1,7402,9,9,1080,273,1740,5286,False,29,365,3,3944
120,starting by termial: B282614,1,0,10,0,0,0,0,0,True,0,0,0,0
121,B283604,1,348,10,1,120,0,120,145,False,2,0,0,108
122,B283607,1,909,10,2,240,108,180,338,False,3,129,1,252
123,B283608,1,1165,10,3,360,143,240,342,False,4,167,1,255
124,B283616,1,1493,10,4,480,169,300,463,False,5,199,1,345
125,B283615,1,1701,10,5,600,182,360,478,False,6,203,1,356
126,B283614,1,2123,10,6,720,210,420,732,False,7,227,1,546
127,B283617,1,2347,10,7,840,218,480,760,False,8,242,2,567
128,B283618,1,2556,10,8,960,224,480,858,False,8,252,2,640
129,B283612,1,2873,10,9,1080,231,540,1026,False,9,257,2,765
130,B283610,1,3581,10,10,1200,245,660,1622,False,11,267,2,1209
131,B283611,1,3885,10,11,1320,273,720,1723,False,12,287,2,1285
132,B282603,1,4721,10,12,1440,287,1020,2196,False,17,336,2,1638
133,B282604,1,5589,10,13,1560,289,1320,2786,False,22,342,2,2078
134,B282608,1,5852,10,14,1680,329,1320,2886,False,22,370,3,2153
135,B283609,1,6369,10,15,1800,477,1380,2890,False,23,556,4,2156
136,B283606,1,6764,10,16,1920,533,1440,2991,False,24,640,5,2231
137,B282611,1,7193,10,17,2040,586,1560,3106,False,26,690,5,2317
138,starting by termial: B282614,1,0,11,0,0,0,0,0,True,0,0,0,0
139,B284709,1,748,11,1,120,0,240,520,False,4,0,0,388
140,B284710,1,1100,11,2,240,55,240,709,False,4,36,0,529
141,B282619,1,1321,11,3,360,71,240,791,False,4,60,0,590
142,B282620,1,1537,11,4,480,84,300,796,False,5,80,0,593
143,B284713,1,1735,11,5,600,89,300,885,False,5,87,0,659
144,B284703,1,2038,11,6,720,139,360,911,False,6,140,1,679
145,B284704,1,2352,11,7,840,194,360,1017,False,6,200,1,758
146,B284705,1,2591,11,8,960,209,360,1104,False,6,239,1,823
147,B284706,1,2864,11,9,1080,237,360,1219,False,6,278,2,909
148,B284707,1,3123,11,10,1200,263,360,1318,False,6,317,2,983
149,B555711,1,4540,11,11,1320,275,900,2317,False,15,317,2,1728
150,B555709,1,4846,11,12,1440,291,960,2418,False,16,352,2,1803
151,B555710,1,5136,11,13,1560,330,960,2530,False,16,400,3,1886
152,B355703,1,6260,11,14,1680,333,1380,3309,False,23,400,3,2467
153,B355702,1,6493,11,15,1800,341,1440,3369,False,24,400,3,2512
154,B282621,1,6828,11,16,1920,351,1500,3564,False,25,400,3,2657
155,starting by termial: B282614,1,0,12,0,0,0,0,0,True,0,0,0,0
156,B282614,1,120,12,1,120,0,0,0,False,0,0,0,0
157,starting by termial: B640314,2,0,13,0,0,0,0,0,True,0,0,0,0
158,B302323,2,270,13,1,120,0,60,121,False,1,0,0,90
159,B302329,2,586,13,2,240,101,60,186,False,1,46,0,139
160,B716103,2,948,13,3,360,148,120,327,False,2,76,0,244
161,B716119,2,1386,13,4,480,209,180,557,False,3,101,0,416
162,B716111,2,1698,13,5,600,281,180,611,False,3,181,1,456
163,B716112,2,2124,13,6,720,338,240,799,False,4,230,1,596
164,B716118,2,2553,13,7,840,440,300,884,False,5,314,2,659
165,B716114,2,3001,13,8,960,482,360,1167,False,6,329,2,870
166,B716116,2,3660,13,9,1080,669,420,1241,False,7,566,4,925
167,B716124,2,4401,13,10,1200,844,480,1461,False,8,788,6,1089
168,B716127,2,4758,13,11,1320,903,540,1525,False,9,859,7,1136
169,B716144,2,5997,13,12,1440,1035,840,2307,False,14,963,8,1719
170,B716135,2,6174,13,13,1560,1058,840,2352,False,14,963,8,1753
171,B716107,2,6482,13,14,1680,1086,900,2473,False,15,973,8,1843
172,B716133,2,7027,13,15,1800,1194,1020,2630,False,17,1053,8,1960
173,starting by termial: B640314,2,0,14,0,0,0,0,0,True,0,0,0,0
174,B301304,2,379,14,1,120,0,120,187,False,2,0,0,139
175,B301303,2,562,14,2,240,43,120,198,False,2,12,0,147
176,B299318,2,1482,14,3,360,69,420,817,False,7,24,0,609
177,B299321,2,2009,14,4,480,90,540,1141,False,9,48,0,851
178,B299319,2,2240,14,5,600,107,600,1187,False,10,48,0,885
179,B299309,2,2395,14,6,720,125,600,1189,False,10,63,0,887
180,B299307,2,2828,14,7,840,200,660,1367,False,11,108,0,1020
181,B300322,2,4336,14,8,960,322,1020,2481,False,17,183,1,1851
182,B300324,2,4656,14,9,1080,395,1020,2529,False,17,274,2,1887
183,B300313,2,4841,14,10,1200,406,1020,2585,False,17,286,2,1929
184,B301313,2,5432,14,11,1320,507,1140,2821,False,19,360,3,2105
185,B301312,2,5673,14,12,1440,560,1140,2878,False,19,386,3,2147
186,starting by termial: B640314,2,0,15,0,0,0,0,0,True,0,0,0,0
187,B640315,2,176,15,1,120,0,0,76,False,0,0,0,56
188,B640306,2,437,15,2,240,36,60,100,False,1,27,0,74
189,B729121,2,802,15,3,360,138,60,179,False,1,111,0,133
190,B729105,2,1017,15,4,480,162,120,182,False,2,120,1,135
191,B729125,2,1270,15,5,600,196,120,287,False,2,140,1,214
192,B344203,2,2300,15,6,720,216,480,941,False,8,182,1,702
193,B344204,2,2659,15,7,840,264,540,1005,False,9,266,2,749
194,B344202,2,3020,15,8,960,340,600,1017,False,10,362,3,758
195,B344201,2,3798,15,9,1080,439,720,1429,False,12,494,4,1065
196,B716106,2,4973,15,10,1200,441,1080,2358,False,18,494,4,1758
197,B716102,2,5399,15,11,1320,576,1140,2415,False,19,563,4,1800
198,B716142,2,5648,15,12,1440,604,1200,2418,False,20,602,5,1802
199,B716104,2,5863,15,13,1560,632,1200,2478,False,20,624,5,1847
200,B716108,2,6191,15,14,1680,677,1260,2556,False,21,669,5,1905
201,B716109,2,6416,15,15,1800,707,1260,2615,False,21,700,5,1949
202,B729123,2,6826,15,16,1920,743,1320,2863,False,22,709,5,2134
203,B729122,2,7111,15,17,2040,763,1380,2971,False,23,714,5,2214
204,starting by termial: B640314,2,0,16,0,0,0,0,0,True,0,0,0,0
205,B301310,2,422,16,1,120,0,120,245,False,2,0,0,182
206,B301301,2,888,16,2,240,110,180,384,False,3,72,0,286
207,B301315,2,1524,16,3,360,365,180,501,False,3,246,2,373
208,B300309,2,2016,16,4,480,378,300,821,False,5,246,2,612
209,B300310,2,2399,16,5,600,467,360,862,False,6,329,2,643
210,B300317,2,2713,16,6,720,491,420,1003,False,7,334,2,748
211,B300318,2,2940,16,7,840,525,480,1007,False,8,344,2,751
212,B300319,2,3186,16,8,960,566,480,1069,False,8,383,3,797
213,B300308,2,3410,16,9,1080,590,540,1073,False,9,400,3,800
214,B300321,2,3865,16,10,1200,684,600,1243,False,10,454,3,927
215,B300316,2,4185,16,11,1320,741,600,1301,False,10,554,4,970
216,B300323,2,4348,16,12,1440,748,600,1344,False,10,558,4,1002
217,B300315,2,4498,16,13,1560,767,600,1352,False,10,563,4,1008
218,B300314,2,4697,16,14,1680,797,600,1403,False,10,574,4,1046
219,B300311,2,4913,16,15,1800,846,600,1428,False,10,603,5,1064
220,B301311,2,5824,16,16,1920,1062,780,1820,False,13,705,5,1357
221,starting by termial: B640314,2,0,17,0,0,0,0,0,True,0,0,0,0
222,B302328,2,175,17,1,120,0,0,73,False,0,0,0,55
223,B301305,2,635,17,2,240,103,60,242,False,1,51,0,181
224,B301307,2,1092,17,3,360,297,60,272,False,1,171,1,204
225,B301309,2,1500,17,4,480,440,60,361,False,1,250,2,270
226,B302336,2,1927,17,5,600,500,120,528,False,2,312,2,395
227,B640311,2,2681,17,6,720,571,240,1056,False,4,361,3,789
228,B640309,2,2954,17,7,840,627,300,1061,False,5,394,3,793
229,B640313,2,3438,17,8,960,718,360,1223,False,6,486,4,914
230,B640308,2,3754,17,9,1080,781,420,1247,False,7,541,4,932
231,B716120,2,4079,17,10,1200,845,420,1368,False,7,592,4,1022
232,B716140,2,4656,17,11,1320,992,480,1462,False,8,772,6,1092
233,B716110,2,4887,17,12,1440,1005,540,1467,False,9,806,6,1096
234,B716101,2,5099,17,13,1560,1033,540,1529,False,9,824,6,1142
235,B716105,2,5476,17,14,1680,1124,600,1591,False,10,884,7,1188
236,B729120,2,6120,17,15,1800,1310,600,1847,False,10,1031,8,1379
237,starting by termial: B640314,2,0,18,0,0,0,0,0,True,0,0,0,0
238,starting by termial: B640314,2,120,18,1,120,0,0,0,True,0,0,0,0
239,B640314,2,240,18,2,240,0,0,0,False,0,0,0,0
240,B640307,2,541,18,3,360,59,60,29,False,1,41,0,21
241,B640304,2,884,18,4,480,112,60,222,False,1,67,0,165
242,B640316,2,1186,18,5,600,191,120,227,False,2,106,0,169
243,B640317,2,1453,18,6,720,247,120,297,False,2,145,1,221
244,B640303,2,1717,18,7,840,269,180,337,False,3,177,1,251
245,B640302,2,2055,18,8,960,346,180,429,False,3,250,2,319
246,B640318,2,2338,18,9,1080,398,240,452,False,4,284,2,336
247,B640319,2,2587,18,10,1200,439,240,508,False,4,330,2,378
248,B640301,2,2808,18,11,1320,458,300,519,False,5,344,2,386
249,B300307,2,3911,18,12,1440,501,720,1210,False,12,349,2,901
250,B300304,2,4460,18,13,1560,612,840,1379,False,14,421,3,1027
251,B300305,2,5263,18,14,1680,802,960,1510,False,16,696,5,1125
252,starting by termial: B524102,3,0,19,0,0,0,0,0,True,0,0,0,0
253,B504123,3,853,19,1,120,0,240,661,False,4,0,0,493
254,B504124,3,1073,19,2,240,1,240,793,False,4,0,0,592
255,B504104,3,1362,19,3,360,14,300,864,False,5,43,0,645
256,B504105,3,1866,19,4,480,94,360,1001,False,6,185,1,747
257,B504108,3,2210,19,5,600,109,420,1148,False,7,224,1,857
258,B504106,3,2340,19,6,720,111,420,1158,False,7,224,1,865
259,B504107,3,2653,19,7,840,123,480,1280,False,8,254,2,956
260,B504109,3,3025,19,8,960,128,540,1531,False,9,254,2,1143
261,B504111,3,3620,19,9,1080,182,660,1784,False,11,366,3,1332
262,B504122,3,3895,19,10,1200,209,660,1887,False,11,417,3,1409
263,B504142,3,4084,19,11,1320,211,720,1897,False,12,417,3,1416
264,B504115,3,4236,19,12,1440,212,720,1938,False,12,417,3,1447
265,B504114,3,4408,19,13,1560,228,720,1950,False,12,444,3,1456
266,B460109,3,6007,19,14,1680,257,1260,3041,False,21,540,4,2270
267,B460108,3,6179,19,15,1800,260,1260,3090,False,21,553,4,2306
268,starting by termial: B524102,3,0,20,0,0,0,0,0,True,0,0,0,0
269,B460102,3,1331,20,1,120,0,480,979,False,8,0,0,731
270,B460112,3,1652,20,2,240,27,540,1047,False,9,63,0,782
271,B460101,3,1944,20,3,360,59,600,1070,False,10,126,1,799
272,B459109,3,2417,20,4,480,90,720,1298,False,12,158,1,969
273,B459101,3,2759,20,5,600,122,780,1365,False,13,238,1,1019
274,B459102,3,3081,20,6,720,168,840,1377,False,14,325,2,1028
275,B459107,3,3692,20,7,840,218,960,1671,False,16,427,3,1247
276,B459105,3,4197,20,8,960,312,960,1715,False,16,685,5,1280
277,B460111,3,4705,20,9,1080,385,1020,1869,False,17,826,6,1394
278,B460110,3,4917,20,10,1200,398,1020,1943,False,17,850,7,1449
279,B460106,3,5342,20,11,1320,415,1140,2081,False,19,915,7,1552
280,B460103,3,5690,20,12,1440,469,1140,2109,False,19,1069,8,1572
281,starting by termial: B524102,3,0,21,0,0,0,0,0,True,0,0,0,0
282,B524102,3,120,21,1,120,0,0,0,False,0,0,0,0
283,B524101,3,407,21,2,240,32,0,129,False,0,39,0,96
284,B503104,3,964,21,3,360,98,60,353,False,1,183,1,263
285,B503103,3,1209,21,4,480,113,60,474,False,1,203,1,353
286,B503102,3,1461,21,5,600,138,60,565,False,1,242,2,421
287,B503101,3,1864,21,6,720,208,60,690,False,1,362,3,514
288,B502104,3,2117,21,7,840,244,60,775,False,1,396,3,577
289,B502103,3,2424,21,8,960,294,60,895,False,1,444,3,666
290,B502106,3,2789,21,9,1080,356,120,924,False,2,546,4,687
291,B502108,3,3121,21,10,1200,395,120,1076,False,2,606,5,800
292,B503107,3,3412,21,11,1320,431,120,1134,False,2,698,5,843
