,Block ID,Cluster ID,Expected Time,Route ID,RouteOrder,block check time,car check time,crossing time,distance,origin_flg,street crossings,ticket writing time,total tickets,travel time
0,starting by termial: B254406,0,0,1,0,0,0,0,0,True,0,0,0,0
1,B374416,0,1208,1,1,120,0,420,895,False,7,0,0,668
2,B374415,0,1745,1,2,240,5,480,926,False,8,329,2,691
3,B252401,0,2264,1,3,360,11,540,1072,False,9,553,4,800
4,B250405,0,2808,1,4,480,15,600,1326,False,10,724,6,989
5,B252402,0,3531,1,5,600,25,660,1365,False,11,1228,10,1018
6,B250403,0,3987,1,6,720,30,720,1513,False,12,1388,11,1129
7,B250401,0,4696,1,7,840,43,780,1559,False,13,1870,15,1163
8,B252403,0,5696,1,8,960,70,840,1779,False,14,2499,20,1327
9,B250407,0,6365,1,9,1080,82,900,1879,False,15,2902,24,1401
10,starting by termial: B254406,0,0,2,0,0,0,0,0,True,0,0,0,0
11,B255406,0,535,2,1,120,0,120,395,False,2,0,0,295
12,B606301,0,1381,2,2,240,6,240,1054,False,4,108,0,787
13,B353201,0,3079,2,3,360,45,360,1280,False,6,1358,11,956
14,B279210,0,4054,2,4,480,64,420,1309,False,7,2112,17,978
15,B728236,0,5063,2,5,600,78,480,1555,False,8,2744,22,1161
16,B255404,0,6821,2,6,720,97,720,2275,False,12,3586,29,1698
17,B255402,0,7343,2,7,840,103,720,2416,False,12,3877,32,1803
18,starting by termial: B254406,0,0,3,0,0,0,0,0,True,0,0,0,0
19,B638415,0,1226,3,1,120,0,360,1000,False,6,0,0,746
20,B638413,0,2046,3,2,240,5,420,1127,False,7,540,4,841
21,B638412,0,3286,3,3,360,28,480,1271,False,8,1470,12,948
22,B638418,0,3778,3,4,480,33,540,1321,False,9,1740,14,985
23,B638420,0,4252,3,5,600,36,540,1390,False,9,2040,17,1036
24,B638410,0,4486,3,6,720,36,600,1462,False,10,2040,17,1090
25,B638409,0,4972,3,7,840,43,660,1595,False,11,2240,18,1189
26,B610401,0,6076,3,8,960,52,840,2242,False,14,2553,21,1671
27,starting by termial: B254406,0,0,4,0,0,0,0,0,True,0,0,0,0
28,B254412,0,313,4,1,120,0,60,179,False,1,0,0,133
29,B712207,0,720,4,2,240,3,120,339,False,2,105,0,252
30,B712210,0,1975,4,3,360,31,180,423,False,3,1088,9,315
31,B251209,0,3714,4,4,480,52,420,849,False,7,2128,17,633
32,B251207,0,4600,4,5,600,57,600,1263,False,10,2400,20,942
33,B251206,0,5661,4,6,720,70,660,1428,False,11,3145,26,1065
34,starting by termial: B254406,0,0,5,0,0,0,0,0,True,0,0,0,0
35,B254404,0,365,5,1,120,0,60,248,False,1,0,0,185
36,B712209,0,1332,5,2,240,10,180,541,False,3,498,4,404
37,B251211,0,2233,5,3,360,19,300,786,False,5,967,8,587
38,B251210,0,2520,5,4,480,21,300,843,False,5,1090,9,629
39,B251201,0,3072,5,5,600,28,360,879,False,6,1428,11,656
40,B251212,0,5699,5,6,720,76,360,919,False,6,3857,32,686
41,B711209,0,6359,5,7,840,81,480,1204,False,8,4059,33,899
42,B254402,0,7074,5,8,960,85,600,1476,False,10,4327,36,1102
43,starting by termial: B254406,0,0,6,0,0,0,0,0,True,0,0,0,0
44,B253412,0,395,6,1,120,0,60,289,False,1,0,0,215
