,Block ID,Cluster ID,Expected Time,Route ID,RouteOrder,block check time,car check time,crossing time,distance,origin_flg,street crossings,ticket writing time,total tickets,travel time
0,starting by termial: B473101,0,0,1,0,0,0,0,0,True,0,0,0,0
1,B486110,0,1316,1,1,120,0,360,1120,False,6,0,0,836
2,B486109,0,1605,1,2,240,53,420,1123,False,7,54,0,838
3,B101101,0,1864,1,3,360,69,420,1260,False,7,75,0,940
4,B487108,0,2471,1,4,480,158,480,1484,False,8,246,2,1107
5,B487129,0,2818,1,5,600,217,540,1498,False,9,344,2,1117
6,B487116,0,3354,1,6,720,250,720,1717,False,12,383,3,1281
7,B487118,0,3735,1,7,840,297,780,1740,False,13,520,4,1298
8,B487117,0,4098,1,8,960,341,780,1845,False,13,640,5,1377
9,B487119,0,4614,1,9,1080,404,780,2078,False,13,799,6,1551
10,B487107,0,5017,1,10,1200,481,840,2102,False,14,927,7,1569
11,B487127,0,5367,1,11,1320,514,900,2210,False,15,983,8,1650
12,B487120,0,5563,1,12,1440,519,960,2215,False,16,990,8,1654
13,B487106,0,5863,1,13,1560,547,1020,2264,False,17,1046,8,1690
14,B487128,0,6256,1,14,1680,591,1080,2378,False,18,1130,9,1775
15,B487125,0,6593,1,15,1800,622,1140,2421,False,19,1224,10,1807
16,B487122,0,6779,1,16,1920,627,1140,2494,False,19,1231,10,1861
17,starting by termial: B473101,0,0,2,0,0,0,0,0,True,0,0,0,0
18,B473115,0,251,2,1,120,0,60,95,False,1,0,0,71
19,B473110,0,722,2,2,240,122,120,202,False,2,89,0,151
20,B473114,0,1217,2,3,360,252,180,317,False,3,188,1,237
21,B473113,0,1717,2,4,480,372,240,406,False,4,322,2,303
22,B473117,0,2133,2,5,600,488,300,434,False,5,421,3,324
23,B473108,0,2540,2,6,720,491,360,724,False,6,429,3,540
24,B473107,0,2762,2,7,840,504,420,738,False,7,447,3,551
25,B473105,0,3008,2,8,960,531,420,838,False,7,471,3,626
26,B473102,0,3610,2,9,1080,632,540,1024,False,9,593,4,765
27,B473109,0,3928,2,10,1200,690,600,1059,False,10,647,5,791
28,starting by termial: B473101,0,0,3,0,0,0,0,0,True,0,0,0,0
29,B487103,0,917,3,1,120,0,240,746,False,4,0,0,557
30,B418105,0,1563,3,2,240,20,420,1151,False,7,24,0,859
31,B418104,0,1756,3,3,360,29,420,1237,False,7,24,0,923
32,B418103,0,2081,3,4,480,58,480,1358,False,8,50,0,1013
33,B418102,0,2495,3,5,600,98,540,1529,False,9,116,0,1141
34,B418109,0,2931,3,6,720,115,660,1717,False,11,155,1,1281
35,B418112,0,3308,3,7,840,153,720,1889,False,12,185,1,1410
